"","AR","N","log2FC","llr_mean","pval_mean"
"1110019D14Rik",0.4,10,0.222392421336447,1.84943036468119,1
"1600010M07Rik",0.422101449275362,23,-0.408084738637076,0.252115720107909,1
"1600020E01Rik",0.32051282051282,13,-1.55639334852438,-6.62353879652831,0.000273005157745544
"1700025G04Rik",0.468433179723502,62,0.0238467419543675,0.463174498909424,1
"2210408F21Rik",0.532203673519463,95,0.0887042252714783,0.112416082302758,1
"2210408I21Rik",0.591666666666667,10,0.206450877467427,-0.137972230587138,0.599371765533078
"2310014F06Rik",0.558823529411765,17,0.0801703486839838,-0.0362787431743214,0.787648841136
"2610035D17Rik",0.904166666666667,16,2.69187770463767,-27.8657272582641,8.30783193946316e-14
"2610037D02Rik",0.432323232323232,33,-0.643856189774723,-3.09265263202683,0.0128815479156533
"2610307P16Rik",0.397968336640212,96,-0.644586483407576,-6.36518983130884,0.000359763502893387
"2700049A03Rik",0.606060606060606,11,0.807354922057604,-1.81985055133586,0.0564170618797028
"2700097O09Rik",0.616666666666667,10,0.427421223734676,1.20311602126409,1
"2900026A02Rik",0.564705882352941,17,0.495957494662413,-1.050739154698,0.147156801018137
"3110056K07Rik",0.426190476190476,14,-0.394278939112045,-0.632369058132156,0.2607561316616
"3110082I17Rik",0.416666666666667,14,-0.347923303420307,-0.167021553176596,0.563288003415016
"3222401L13Rik",0.453508771929825,19,-0.33014860169233,-0.0421242297187447,0.771620510870617
"4632427E13Rik",0.53459595959596,66,0.0703893278913981,0.341157391819905,1
"4732440D04Rik",0.343241695303551,97,-0.808737476107724,-11.6441065076553,1.39452004967828e-06
"4732471J01Rik",0.541666666666667,16,-0.306661338234052,0.652162920734767,1
"4833420G17Rik",0.818181818181818,11,2.53051471669878,-13.4060865253471,2.24220481725644e-07
"4930506C21Rik",0.465277777777778,12,-0.163498732282881,-0.078424084931612,0.69207506516206
"4930523C07Rik",0.416,25,-0.509013647487859,-1.1608207096598,0.127585331889261
"4933431K23Rik",0.357142857142857,14,-0.343954401217361,1.11441826033703,1
"5031425E22Rik",0.474422077922078,100,0.00757321970480163,-0.0191236800982608,0.844947273079014
"5330438D12Rik",0.584285714285714,25,0.218640286475339,2.50808389041747,1
"5430431A17Rik",0.536904761904762,14,-0.367731784500483,1.03068024022004,1
"6720427I07Rik",0.522222222222222,15,0.42449782852791,-0.36283283314151,0.39429173275337
"6820431F20Rik",0.761363636363636,22,1.35548065459839,-7.25147974930481,0.000139939520798702
"9330159M07Rik",0.0695833333333333,40,-3.69116190455308,-72.7563813170418,1.65905058546014e-33
"9530026P05Rik",0.503507589019249,169,0.0190667318026883,0.0059464397779152,1
"9630014M24Rik",0.708333333333333,12,0.146841388329271,4.48796326388207,1
"A930015D03Rik",0.590909090909091,11,0.888968687611256,-3.18966275360435,0.0115457301051053
"AU040320",0.604166666666667,24,0.584962500721158,-2.00142271957867,0.0454235181505161
"AW554918",0.398095238095238,70,-0.487265826834022,-2.21809978007872,0.0351844866854238
"Aak1",0.464734950584007,106,-0.0688950812110672,0.329434497278015,1
"Aatf",0.769230769230769,13,0.704544116473828,5.256310229398,1
"Abca1",0.468798003072197,62,-0.356934544715277,-1.21159497981822,0.11955126049573
"Abca6",0.646153846153846,13,0.485426827170242,0.264230823928941,1
"Abca8a",0.651978375891419,69,0.753562104696902,-6.57685524124433,0.000286950445565054
"Abca8b",0.458121693121693,30,0.233199176293031,0.00897180829910837,1
"Abca9",0.777173913043478,23,1.04580368961312,2.29315819322785,1
"Abcc1",0.586206896551724,29,0.299560281858908,0.465055924618355,1
