celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Pericytes,F1_Young,Pericytes__F1_Young,Hnrnpl,19.035436096701112,0.874469117916141,9.216454922412239e-20,1.864488830804e-16,0.657894736842105,38
Pericytes,F1_Young,Pericytes__F1_Young,Ubl3,-16.28713777474617,-0.748461233004035,5.16252568319618e-17,4.96608509954069e-14,0.341666666666667,50
Pericytes,F1_Young,Pericytes__F1_Young,Fhl2,16.13286047063681,0.531425473117041,7.364436628088031e-17,4.96608509954069e-14,0.566323423673706,123
Pericytes,F1_Young,Pericytes__F1_Young,Smad4,-15.074182223766744,-0.523561956057013,8.42980980760318e-16,4.26337631019531e-13,0.390710382513661,61
Pericytes,F1_Young,Pericytes__F1_Young,Wdfy1,-13.94592967450756,-0.722466024471091,1.13258374816133e-14,4.58243384506075e-12,0.370833333333333,40
Pericytes,F1_Young,Pericytes__F1_Young,Myo5c,-13.327162504119503,-1.62148837674627,4.7080112927346105e-14,1.58738447420035e-11,0.2125,40
Pericytes,F1_Young,Pericytes__F1_Young,Gpbp1,-12.737945945621606,-0.0840642647884744,1.8283277644419e-13,5.2838672392370795e-11,0.521990740740741,72
Pericytes,F1_Young,Pericytes__F1_Young,Camta1,11.26441602068168,0.824913293441909,5.43981310959368e-12,1.3755927400885e-9,0.625925925925926,63
Pericytes,F1_Young,Pericytes__F1_Young,Fam162a,11.188589449676325,0.652076696579693,6.47754666420285e-12,1.4560085446313701e-9,0.597222222222222,48
Pericytes,F1_Young,Pericytes__F1_Young,Gon4l,-10.952318888007863,-1.02308361311304,1.1160434732109099e-11,2.2562555878649e-9,0.316543513957307,58
Pericytes,F1_Young,Pericytes__F1_Young,Ror2,-10.911214902783508,-1.05062607306997,1.22683200526514e-11,2.2562555878649e-9,0.296875,32
Pericytes,F1_Young,Pericytes__F1_Young,Ddi2,10.869540604552192,0.604071323668861,1.35039056659712e-11,2.27653343018831e-9,0.579710144927536,46
Pericytes,F1_Young,Pericytes__F1_Young,Nrdc,-10.755978292293626,-0.727920454563199,1.7539681697170398e-11,2.72944431333659e-9,0.387931034482759,58
Pericytes,F1_Young,Pericytes__F1_Young,Ipo7,10.655828293626747,0.228268987673117,2.2088778812126898e-11,3.1918285383523404e-9,0.502923976608187,57
Pericytes,F1_Young,Pericytes__F1_Young,Ctif,10.53848428756394,0.887525270741587,2.8941145219799897e-11,3.90319578531034e-9,0.674418604651163,43
Pericytes,F1_Young,Pericytes__F1_Young,Rbm5,-10.248389491609096,-0.160464672193246,5.6443054523342194e-11,7.13651870629507e-9,0.467276422764228,82
Pericytes,F1_Young,Pericytes__F1_Young,Kansl2,-10.175763058071736,-1.40717538150587,6.671706642096049e-11,7.9393309040943e-9,0.278787878787879,55
Pericytes,F1_Young,Pericytes__F1_Young,Atad2b,-9.69574130917291,-0.0473057147783567,2.01492409741471e-10,2.25789849657765e-8,0.541452991452991,78
Pericytes,F1_Young,Pericytes__F1_Young,Chordc1,-9.673537867420817,-0.231325546106456,2.12061648220343e-10,2.25789849657765e-8,0.497549019607843,68
