gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Ablim1,0.4478,0.244034881543808,0.4286,0.0473419727906203
Angpt1,0.4666,1,0.3517,0.036983482708236697
Aox1,0.6511,0.380453851138577,0.8003,0.005431947692396
Auts2,0.6363,0.14101748734481,0.6618,0.0397720379556925
Bach1,0.3906,0.442687305608402,0.2801,0.00379049451270894
Bzw2,0.6378,0.316855487216207,0.7059,0.0473419727906203
Camk2d,0.487,1,0.4373,0.0771028509119609
Camkmt,0.3638,0.603333351785925,0.2796,0.0405638745457541
Celf1,0.4131,0.402996484431257,0.2234,0.0140793724601801
Celf2,0.5735,0.154562033586784,0.5822,0.0523696391120524
Chaserr,0.5629,1,0.674,0.0893102607944696
Ckmt2,0.4831,1,0.4248,0.0574910016261281
Ctnnal1,0.6941,1,0.7392,0.0200292292456016
Dnajb4,0.5084,1,0.7334,0.0153421063161983
Dock2,0.5294,1,0.3763,0.0460327556789008
Esrrb,0.4381,0.818230224513694,0.3631,0.0751928901090125
Foxn3,0.5739,0.343753794600786,0.5947,0.0494878394972071
Heatr5a,0.34,0.209247068628373,0.3525,0.036983482708236697
Itgb6,0.4597,1,0.2487,0.00954857787658616
Itpr1,0.5231,0.701401492089105,0.6489,0.0136838668137231
Jph1,0.3771,0.161209133812429,0.2012,0.00561665277264443
Kcnd2,0.5763,0.458918168039385,0.6378,0.00286322503579655
Kcng2,0.4703,1,0.3434,0.0163395257282575
Kdm4c,0.456,0.767323718670444,0.2829,0.0046707157397334
Kmt2e,0.4627,1,0.3099,0.006783435229802
Lhfpl6,0.4459,0.691512472839147,0.2717,0.00104778574480102
Man1a,0.419,0.541042872394558,0.3508,0.0731026272330858
Med13,0.5333,0.747696664701258,0.3455,0.0832790405954624
Mhrt,0.4871,0.870006975776591,0.5845,0.0415318774399417
Mybpc3,0.5777,0.219135314619148,0.5984,0.0716756649600225
Myoz2,0.4442,0.46996117904006,0.3676,0.0473419727906203
Neat1,0.5484,0.244034881543808,0.5592,0.0473419727906203
Nedd4l,0.5443,0.848216809028969,0.7175,0.0193384043490992
Nr3c1,0.5877,0.260857797685009,0.366,0.0998986401206621
Nrp1,0.5667,0.691512472839147,0.6141,0.0523696391120524
Pam,0.4969,1,0.3861,0.0342638542292966
Paxbp1,0.4562,0.863811009643553,0.3446,0.0596137284768743
Pde3a,0.5268,1,0.4239,0.0792743249901557
Pde4dip,0.5899,0.131695580692811,0.6139,0.0746630265284275
Pid1,0.5972,0.106720721712928,0.6169,0.0604516343351175
Ppip5k1,0.5686,0.596070402168165,0.685,0.00691592705814146
Ppm1l,0.6035,0.95778195403979,0.6781,0.0234214235758366
Rab30,0.3574,0.130614824452176,0.3395,0.0857706038265011
Rbfox1,0.4092,0.149532805193568,0.3347,1.1930218537589e-4
Rnls,0.3761,0.212853375254998,0.3393,0.0427908944446897
Runx1,0.5762,0.445708226940911,0.6556,0.0460327556789008
Serinc3,0.4636,0.797790235172105,0.6107,0.00805664628465243
Skap2,0.5906,0.500553178444306,0.7804,0.00873559578852458
Slc8a1,0.4992,1,0.5544,0.0216351742292491
Sltm,0.5246,1,0.62,0.087666174349853
Sorbs2os,0.4189,0.223959605720671,0.3768,0.0857706038265011
Sptan1,0.5381,1,0.7087,0.00616985028256411
St3gal3,0.4883,1,0.3538,0.0771028509119609
Tbc1d4,0.5358,1,0.6387,0.00489616846430079
Tead1,0.4357,0.485545812318381,0.3389,9.9471636353314e-4
Tnfaip8,0.6402,0.122083304622819,0.674,0.00711655698676389
Tnnc1,0.6455,0.126060614116818,0.6944,0.0090726614881123
Tnnt2,0.5832,0.10573724211988,0.6176,0.0136838668137231
Ube2h,0.5086,1,0.3297,0.0529273660570739
Ugp2,0.6196,0.341462246163559,0.7246,3.08631983073283e-5
Zcchc7,0.49370000000000003,1,0.3372,0.0120549777437889
Zfp521,0.3571,0.338069704902698,0.3182,0.036983482708236697
