"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"1700025G04Rik",TRUE,3,123.353096072914,122.876590093374,69,68,0.00386294300434864
"2210408F21Rik",TRUE,3,144.380348426782,143.166464606162,78,77,0.00840754184241199
"2310014F06Rik",TRUE,4,46.6815825128267,46.4739027284795,30,29,0.00444885912533433
"2610037D02Rik",TRUE,3,55.8645060424419,55.4615826926931,43,42,0.00721251073879903
"2610307P16Rik",TRUE,4,81.0877081906453,78.3219545110416,53,52,0.0341081742389505
"4632427E13Rik",TRUE,3,74.9240958454344,74.8980106308738,62,61,0.000348155213169665
"4732440D04Rik",TRUE,4,126.756883082335,122.009953469692,81,80,0.0374490875541592
"4933431K23Rik",TRUE,4,34.8045506760919,34.3738718021446,22,21,0.0123742115781179
"5031425E22Rik",TRUE,3,107.629022500325,106.631459267656,69,68,0.00926853379780435
"5330438D12Rik",TRUE,4,46.4394905939129,44.6766970096837,33,32,0.0379589345551575
"5430431A17Rik",TRUE,3,30.8869302451107,28.1643857149992,27,26,0.0881455200794017
"9330159M07Rik",TRUE,5,39.4399665659438,39.288102049538,51,50,0.00385052345700909
"9530026P05Rik",TRUE,3,167.441159182933,166.67491230188,87,86,0.00457621581689749
"A330102I10Rik",TRUE,18,33.1178807346033,16.3006384490025,12,11,0.507799470031585
"AU040320",TRUE,4,34.1227540874731,32.149293304047,31,30,0.0578341589417771
"AW554918",TRUE,4,60.2490359420812,58.9943927189005,41,40,0.0208242871203238
"Aak1",TRUE,3,124.107804807981,124.032356013632,74,73,0.000607929488927628
"Abca8a",TRUE,4,35.6048734036799,33.6731149615857,26,25,0.0542554503759167
"Abcc5",TRUE,4,89.4030225238858,88.6658675195734,56,55,0.00824530293833758
"Abcd3",TRUE,4,84.1727891851598,84.0681675381308,59,58,0.001242939054792
"Abhd18",TRUE,4,92.5500244396517,90.5761925872524,59,58,0.0213271888835248
"Abi1",TRUE,4,98.8434212918914,98.5484123518658,69,68,0.00298460874957418
"Abl2",TRUE,4,43.7109816253489,40.9449063624734,29,28,0.0632810145190479
"Ablim1",TRUE,3,187.161072000815,183.36763432237,123,122,0.0202683049305733
"Ablim3",TRUE,4,101.533762766105,95.7452630666501,77,76,0.0570105897955256
"Abra",TRUE,4,62.1743119479541,62.0401019939588,43,42,0.002158607788175
"Abtb2",TRUE,4,110.84458872193,107.282620769514,62,61,0.0321347933488373
"Acacb",TRUE,3,124.469952835406,124.466718244078,77,76,2.59869249886746e-05
"Acadl",TRUE,4,49.401253655885,49.3939555316418,40,39,0.000147731559486886
"Acadm",TRUE,3,52.6594144629912,52.3134037647548,43,42,0.00657072817396354
"Acat1",TRUE,3,53.2983041354998,51.999661323781,38,37,0.0243655559549759
"Acbd6",TRUE,4,23.1429672608769,20.9415664187918,21,20,0.0951218060013632
"Acer2",TRUE,4,59.2004726429761,59.2000708467381,31,30,6.78704442813594e-06
"Ackr3",TRUE,4,60.9875031111371,59.8010710336905,45,44,0.0194536916076812
"Aco2",TRUE,3,95.096631778352,91.7465935173157,70,69,0.0352277278215748
"Acot11",TRUE,4,53.5325573102855,52.2004129134327,27,26,0.0248847517059836
"Acot13",TRUE,3,70.6098781384902,69.9706603433507,44,43,0.00905280977664102
"Acox1",TRUE,4,74.8385549969194,71.9909054996531,40,39,0.0380505676169657
"Acsl1",TRUE,4,74.1710086541355,71.930368714713,47,46,0.0302091070362919
"Acss1",TRUE,4,118.46334200729,115.022749886368,58,57,0.0290435172824159
"Actc1",TRUE,3,105.405682770652,99.4967455645729,56,55,0.0560590003381163
"Actn2",TRUE,3,152.17857552495,152.17714610097,89,88,9.39306978742227e-06
"Actr3",TRUE,3,50.9075417810088,50.4262698056738,38,37,0.00945384433224772
"Acvr2a",TRUE,4,62.3785201640909,61.6593373768619,35,34,0.0115293339011117
"Acyp2",TRUE,3,153.065064113119,152.220254655725,106,105,0.00551928333411489
"Adam10",TRUE,4,88.379200064169,88.2257179414572,55,54,0.00173663172556837
"Adam19",TRUE,4,57.4827325060097,57.4481334970509,50,49,0.00060190264885529
"Adam22",TRUE,4,33.1626563998505,31.8907196449773,26,25,0.0383544894455123
"Adamts6",TRUE,3,60.8457655810805,60.8437797722671,35,34,3.26367627134783e-05
"Adamts9",TRUE,3,151.421402532866,151.358428168097,84,83,0.000415888135465337
"Adamtsl3",TRUE,4,65.3459166169411,64.5280150462296,35,34,0.0125164909003582
"Adamtsl5",TRUE,3,70.0158212624717,69.2849946439326,49,48,0.0104380210838262
"Adarb1",TRUE,4,90.7774934284894,86.5074849306043,56,55,0.0470381846492468
"Adcy6",TRUE,4,68.7078979345133,68.703099549253,48,47,6.98374627156051e-05
"Adcy9",TRUE,3,80.4879531807859,80.4382040732655,43,42,0.000618093833354538
"Adgrf5",TRUE,4,107.721321803909,102.956206501181,63,62,0.0442355814330121
"Adgrl2",TRUE,4,112.903278118064,112.893028896163,63,62,9.077878049224e-05
"Adgrl4",TRUE,3,187.893327586332,182.318029591492,95,94,0.0296726768664966
"Adhfe1",TRUE,3,43.4779649560512,38.4009132971052,28,27,0.116772982913943
"Adipor2",TRUE,4,85.4605148717722,84.5384172566598,48,47,0.0107897502898968
"Adk",TRUE,3,199.176063951127,198.010663566228,103,102,0.00585110661281474
"Adprhl1",TRUE,4,80.5580038667754,79.7150782050871,54,53,0.0104635867477831
"Adra1a",TRUE,4,116.611626510364,100.738269364124,55,54,0.136121565415517
"Aebp2",TRUE,3,56.0572795735163,55.9645104862371,37,36,0.00165489813249864
"Afap1l1",TRUE,4,69.5452207573057,69.4078997923285,51,50,0.00197455646098932
"Aff1",TRUE,3,139.547215845566,139.247004597424,76,75,0.00215132381053218
"Afg1l",TRUE,3,108.90821076389,106.746516797865,66,65,0.0198487694441285
"Afg2a",TRUE,4,81.9406420584252,81.9209198321445,54,53,0.000240689184088039
"Afg3l2",TRUE,4,80.426411023123,77.0267107979142,51,50,0.0422709428651659
"Aftph",TRUE,4,58.0731768588407,53.964193344707,37,36,0.0707552735425763
"Agap1",TRUE,3,77.7041044840464,76.0463898526205,59,58,0.0213336816945903
"Agfg1",TRUE,3,48.7794524440161,48.769068404515,38,37,0.000212877328072403
"Agl",TRUE,3,105.428038794906,105.221050616183,57,56,0.00196331242703329
"Agmo",TRUE,4,31.0892464853306,31.0871821452922,34,33,6.64004526234052e-05
"Ago3",TRUE,3,90.2696694480104,90.1927736081876,60,59,0.00085184581147868
"Agtpbp1",TRUE,3,98.3333505848175,94.5693951723829,59,58,0.038277505953466
"Ahnak",TRUE,4,78.6053263074868,77.796847791779,54,53,0.0102852892251248
"Aig1",TRUE,4,102.319537814791,100.309273403215,55,54,0.0196469262323543
"Airn",TRUE,4,198.983877069176,198.704258850034,110,109,0.00140523053053609
"Akap10",TRUE,3,68.6958042018371,67.8354693953514,46,45,0.0125238333910173
"Akap13",TRUE,3,126.525596979777,126.406600569955,90,89,0.000940492775077906
"Akap6",TRUE,3,151.900755929626,151.797716671054,90,89,0.000678332757075628
"Akt3",TRUE,3,112.578752706762,111.825038898005,70,69,0.00669499164482878
"Alpk2",TRUE,4,118.968785676477,118.266284964655,70,69,0.00590491621669786
"Alpk3",TRUE,3,87.9817782613627,82.815647142567,53,52,0.0587181939361245
"Ambra1",TRUE,3,116.954696643977,116.002655873504,71,70,0.00814025257464168
"Amd1",TRUE,4,55.0107832859872,53.775010559506,34,33,0.0224641907034239
"Anapc1",TRUE,4,61.0073411408009,60.6941773521527,42,41,0.00513321483598894
"Angpt1",TRUE,3,71.8612949471932,71.689577290061,34,33,0.00238957087063896
"Ank",TRUE,4,149.595133259128,145.59866852999,78,77,0.0267152055155111
"Ank2",TRUE,4,193.869734165622,192.822491154167,101,100,0.00540178700900917
"Ank3",TRUE,3,102.767843578126,102.60102506642,67,66,0.00162325593198898
"Ankhd1",TRUE,3,140.012189900174,139.994952299897,85,84,0.000123114996557372
"Ankib1",TRUE,3,65.7049552113382,65.3597599647546,47,46,0.00525371709748879
"Ankrd1",TRUE,4,68.071497426,65.7596041124811,22,21,0.0339627215639277
"Ankrd11",TRUE,3,141.739495125995,141.639392693051,97,96,0.00070624234165817
"Ankrd12",TRUE,3,93.8643054586549,93.8606806206252,55,54,3.86178538476223e-05
"Ankrd17",TRUE,3,151.275504776993,146.893166146969,92,91,0.028969254714995
"Ankrd23",TRUE,4,40.9477710778214,40.0009643566446,32,31,0.0231223018067916
"Ankrd28",TRUE,4,69.5824139126639,68.773107150242,51,50,0.0116309095490373
"Ankrd33b",TRUE,4,90.669301797407,90.664552144344,54,53,5.23843568756011e-05
"Ankrd44",TRUE,4,51.8026026158505,50.9051950965722,39,38,0.0173235990850341
"Anks1",TRUE,4,72.0873067782343,70.5447381258288,45,44,0.0213986167793857
"Ano4",TRUE,3,35.1450552343268,33.6372022654938,25,24,0.0429037017805088
"Ano6",TRUE,3,61.1741425536983,60.1338187553271,50,49,0.017005940009016
"Antxr2",TRUE,4,81.5075843988213,80.8081054556523,51,50,0.00858176509987596
"Anxa3",TRUE,4,58.2923638541546,56.0946141869057,43,42,0.0377021881073061
"Aopep",TRUE,3,174.227096430461,174.227096430461,98,97,-6.66133814775094e-16
"Aox1",TRUE,4,62.9799625772546,62.1445472012207,41,40,0.0132647804451944
"Ap1g1",TRUE,4,67.5392190723516,66.9731262704649,45,44,0.00838169007077538
"Ap2b1",TRUE,3,72.9292003472297,72.6367386426435,54,53,0.00401021405957691
"Ap3b1",TRUE,4,73.0579682185822,72.3928504756354,55,54,0.00910397262837737
"Apba1",TRUE,4,51.5192000389915,51.2122578749044,36,35,0.00595782084843621
"Apbb2",TRUE,4,145.144097751785,143.240062347532,97,96,0.013118242034953
"Apc",TRUE,4,104.313742345458,101.208253353125,63,62,0.0297706603416547
"Aplp2",TRUE,4,67.5181274691062,67.2316054772405,45,44,0.00424363060123034
"App",TRUE,3,119.317977351117,116.951594250144,82,81,0.0198325780700186
"Appl1",TRUE,4,75.3002267131886,75.0229233658261,46,45,0.00368263628765286
"Aqp1",TRUE,3,78.8529789438237,78.7486756310423,59,58,0.00132275678330085
"Arb2a",TRUE,3,126.04897917742,125.207630231634,75,74,0.00667477794168936
"Arfgef1",TRUE,3,97.8734728304303,97.8070994097389,72,71,0.000678155365003263
"Arfgef2",TRUE,3,84.7238913675482,83.524644593162,52,51,0.0141547650258845
"Arhgap10",TRUE,3,148.413067662486,144.316514799686,89,88,0.0276023730748358
"Arhgap12",TRUE,3,76.4642453869493,75.9260082837981,50,49,0.00703906905021334
"Arhgap18",TRUE,4,74.11197955328,73.2971484395704,43,42,0.0109945938378807
"Arhgap21",TRUE,3,112.395634246913,112.388070337702,82,81,6.72971798385547e-05
"Arhgap24",TRUE,4,73.5385588358248,73.4529209908837,44,43,0.00116452982349369
"Arhgap26",TRUE,3,171.498980295034,170.330942528244,113,112,0.00681075633674755
"Arhgap29",TRUE,4,96.0788201529902,94.612150147066,58,57,0.0152652791071821
"Arhgap42",TRUE,4,65.4165800091792,64.9338784516471,38,37,0.00737888708740753
"Arhgap5",TRUE,3,84.1863029925793,84.0857058862283,53,52,0.00119493436313356
"Arhgef11",TRUE,4,58.8312714288649,57.3480358470842,43,42,0.0252116866720129
"Arhgef12",TRUE,3,123.57228559813,123.560003445755,96,95,9.93924512767697e-05
"Arhgef3",TRUE,3,107.956719400748,106.438264311187,63,62,0.0140654060070506
"Arhgef7",TRUE,3,48.8458447422463,48.6101123139825,35,34,0.00482604875619785
"Arid1b",TRUE,3,180.174172357829,180.149434574986,101,100,0.000137299272801372
"Arid2",TRUE,4,92.8843520659387,87.0890494123312,61,60,0.0623926692140075
"Arid4b",TRUE,3,79.5329380646674,77.4792662270336,57,56,0.0258216518540276
"Arid5b",TRUE,3,61.0344101747688,60.9510133381271,40,39,0.00136639047387921
"Arih1",TRUE,4,141.554033985274,140.246415799766,89,88,0.00923759040059757
"Ark2n",TRUE,4,77.282910461194,77.2099220069968,48,47,0.000944432006527607
"Arl15",TRUE,3,137.654654656428,137.636477845679,82,81,0.000132046466531532
"Armh3",TRUE,3,92.424817080304,92.2725356455425,59,58,0.00164762495152371
"Arnt",TRUE,3,56.6402031079028,56.622396274007,38,37,0.000314385064296485
"Art1",TRUE,3,77.3228825406034,76.119237208195,68,67,0.0155664829460592
"Art3",TRUE,3,89.3374114120389,88.9968249435088,60,59,0.00381236106068972
"Asap1",TRUE,3,182.386797296751,181.98329941992,105,104,0.00221231954731027
"Asb14",TRUE,4,67.1840220819324,67.1649666118902,42,41,0.000283630980278615
"Asb15",TRUE,3,50.8413886193718,48.0904919288532,37,36,0.0541074263551957
"Asb2",TRUE,4,87.2431948458624,87.0332762658648,46,45,0.00240613127898881
"Asb3",TRUE,4,53.5234249491784,49.5643642063925,39,38,0.0739687481984779
"Ascc3",TRUE,3,91.6974739746209,89.9584840814666,59,58,0.0189644252756145
"Ash1l",TRUE,3,125.074199056803,122.557271293758,76,75,0.020123476960281
"Asph",TRUE,3,120.306435757946,120.125710833912,82,81,0.00150220495599629
"Asxl1",TRUE,4,74.533568252004,72.006122886924,45,44,0.033910161882153
"Asxl2",TRUE,4,74.4729211676768,73.3796763958461,47,46,0.014679762183214
