ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,my_sign
GO:0070925,organelle assembly,12,-0.7183673469387755,-1.6054134134746352,0.0039196899074455515,0.5034096338444165,0.4821265690830909,38,"tags=33%, list=15%, signal=30%",Syne1/Myh6/Prkd1/Ttn,CAST-biased
GO:0001935,endothelial cell proliferation,10,-0.7206477732793521,-1.5608693463457415,0.009293836574688446,0.5034096338444165,0.4821265690830909,77,"tags=70%, list=30%, signal=51%",Col8a1/Hspg2/Nr4a1/Prkca/Prkd1/Sulf1/Zeb2,CAST-biased
GO:0060326,cell chemotaxis,15,-0.6680440771349863,-1.5407913398689077,0.008303270447790475,0.5034096338444165,0.4821265690830909,51,"tags=67%, list=20%, signal=57%",Itga1/Lyn/Nedd9/Nr4a1/Pde4b/Prkca/Prkd1/Slc12a2/Vav3/Vegfc,CAST-biased
GO:0050679,positive regulation of epithelial cell proliferation,11,-0.697274031563845,-1.5291408014118462,0.007751361527582941,0.5034096338444165,0.4821265690830909,69,"tags=73%, list=27%, signal=56%",Egfr/Hspg2/Id1/Nr4a1/Prkca/Prkd1/Rbpj/Vegfc,CAST-biased
GO:0006325,chromatin organization,23,-0.6217019695280566,-1.5257123724439254,0.0023493937582821037,0.5034096338444165,0.4821265690830909,69,"tags=43%, list=27%, signal=35%",Egfr/Egr1/Hdac9/Insr/Lamc1/Lyn/Map4k3/Ppm1h/Rps6ka2/Ttn,CAST-biased
GO:0032868,response to insulin,15,-0.6561983471074381,-1.5134700913681396,0.011295369756398518,0.5034096338444165,0.4821265690830909,69,"tags=60%, list=27%, signal=47%",Egfr/Egr1/Errfi1/Hdac9/Insr/Lpl/Lyn/Pid1/Prkca,CAST-biased
GO:0016055,Wnt signaling pathway,11,-0.6829268292682928,-1.4976769989136605,0.011062534302864224,0.5034096338444165,0.4821265690830909,88,"tags=82%, list=34%, signal=56%",Bicc1/Cdk14/Egfr/Egr1/Fzd6/Nfkb1/Rbpj/Sulf1/Zeb2,CAST-biased
GO:0030111,regulation of Wnt signaling pathway,11,-0.6829268292682928,-1.4976769989136605,0.011062534302864224,0.5034096338444165,0.4821265690830909,88,"tags=82%, list=34%, signal=56%",Bicc1/Cdk14/Egfr/Egr1/Fzd6/Nfkb1/Rbpj/Sulf1/Zeb2,CAST-biased
GO:0035924,cellular response to vascular endothelial growth factor stimulus,12,-0.6618524332810046,-1.4791134071698124,0.014330472943522065,0.5034096338444165,0.4821265690830909,71,"tags=50%, list=28%, signal=38%",Dcn/Egfr/Insr/Nr4a1/Prkd1/Vegfc,CAST-biased
GO:0031400,negative regulation of protein modification process,10,-0.6801619433198381,-1.4731800572251947,0.024450240183522494,0.5034096338444165,0.4821265690830909,67,"tags=60%, list=26%, signal=46%",Errfi1/Fabp4/Insr/Lyn/Pid1/Prkca,CAST-biased
GO:0060070,canonical Wnt signaling pathway,10,-0.680161943319838,-1.4731800572251945,0.025665143697626742,0.5034096338444165,0.4821265690830909,88,"tags=80%, list=34%, signal=55%",Bicc1/Cdk14/Egfr/Egr1/Fzd6/Nfkb1/Rbpj/Zeb2,CAST-biased
GO:0060828,regulation of canonical Wnt signaling pathway,10,-0.680161943319838,-1.4731800572251945,0.025665143697626742,0.5034096338444165,0.4821265690830909,88,"tags=80%, list=34%, signal=55%",Bicc1/Cdk14/Egfr/Egr1/Fzd6/Nfkb1/Rbpj/Zeb2,CAST-biased
GO:0006338,chromatin remodeling,21,-0.6071428571428571,-1.4706790989507357,0.00784661089528253,0.5034096338444165,0.4821265690830909,69,"tags=43%, list=27%, signal=34%",Egfr/Egr1/Hdac9/Insr/Lyn/Map4k3/Ppm1h/Rps6ka2/Ttn,CAST-biased
GO:0071363,cellular response to growth factor stimulus,27,-0.5884057971014494,-1.468282046804525,0.0034223265412954363,0.5034096338444165,0.4821265690830909,78,"tags=48%, list=30%, signal=37%",Col4a2/Dcn/Egfr/Egr1/Id1/Insr/Nfkb1/Nr4a1/Prkd1/Rbpj/Sulf1/Vegfc/Zeb2,CAST-biased
GO:0030595,leukocyte chemotaxis,10,-0.6720647773279352,-1.455642199401085,0.028398678932132538,0.5034096338444165,0.4821265690830909,51,"tags=80%, list=20%, signal=67%",Itga1/Lyn/Nedd9/Pde4b/Prkca/Slc12a2/Vav3/Vegfc,CAST-biased
GO:0045944,positive regulation of transcription by RNA polymerase II,28,-0.5810677560219748,-1.4541214811131065,0.003089346836060375,0.5034096338444165,0.4821265690830909,73,"tags=46%, list=28%, signal=37%",Cytl1/Dcn/Egfr/Egr1/Glis3/Ldb2/Nfkb1/Nr4a1/Pid1/Prkd1/Rbpj/Zbtb7c/Zeb2,CAST-biased
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,11,-0.6629143214509069,-1.4537890282495238,0.017999288748463214,0.5034096338444165,0.4821265690830909,71,"tags=55%, list=28%, signal=41%",Dcn/Egfr/Igfbp5/Insr/Prkd1/Vav3,CAST-biased
GO:0050673,epithelial cell proliferation,21,-0.599768875192604,-1.452817139442044,0.01008843947817958,0.5034096338444165,0.4821265690830909,89,"tags=71%, list=35%, signal=51%",B2m/Col8a1/Dach1/Egfr/Errfi1/Hspg2/Id1/Igfbp5/Nr4a1/Prkca/Prkd1/Rbpj/Sulf1/Vegfc/Zeb2,CAST-biased
GO:0071375,cellular response to peptide hormone stimulus,18,-0.6102809324566646,-1.4492846184792927,0.028716070259669744,0.5034096338444165,0.4821265690830909,69,"tags=50%, list=27%, signal=39%",Egfr/Hdac9/Insr/Lpl/Nfkb1/Nr4a1/Pid1/Prkca/Prkd1,CAST-biased
GO:0046777,protein autophosphorylation,14,-0.6239711934156379,-1.4227422756663488,0.026611247405509193,0.5034096338444165,0.4821265690830909,69,"tags=50%, list=27%, signal=39%",Egfr/Errfi1/Insr/Lyn/Prkca/Prkd1/Vegfc,CAST-biased
GO:0008544,epidermis development,11,-0.6449864498644986,-1.4144727211962345,0.035211267605633804,0.5034096338444165,0.4821265690830909,69,"tags=73%, list=27%, signal=56%",Egfr/Errfi1/Fzd6/Igfbp5/Insr/Lamc1/Ldb2/Rbpj,CAST-biased
GO:0043549,regulation of kinase activity,17,-0.5916666666666667,-1.3951535443547518,0.028142834977789005,0.5034096338444165,0.4821265690830909,69,"tags=59%, list=27%, signal=46%",Egfr/Errfi1/Fabp4/Insr/Ldb2/Lyn/Nedd9/Prkca/Vegfc/Zeb2,CAST-biased
GO:0043491,phosphatidylinositol 3-kinase/protein kinase B signal transduction,13,-0.6168032786885246,-1.394993613388614,0.033,0.5034096338444165,0.4821265690830909,71,"tags=54%, list=28%, signal=41%",Dcn/Egfr/Errfi1/Igfbp5/Insr/Prkd1/Vav3,CAST-biased
GO:0051248,negative regulation of protein metabolic process,20,-0.5766526019690578,-1.389290000662466,0.019695416498470085,0.5034096338444165,0.4821265690830909,87,"tags=60%, list=34%, signal=43%",Btg2/Egfr/Errfi1/Fabp4/Hspg2/Igfbp5/Insr/Lyn/Pid1/Prkca/Samd4/Spon1,CAST-biased
