gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Acss1,0.6245,0.467081782888277,0.7246,0.00934669737253317
Acyp2,0.4558,0.51801963947835,0.3508,0.00241062287800006
Airn,0.4296,0.458521603132385,0.8477,2.5507601644915e-7
Cd36,0.4787,0.873558229289103,0.5988,0.0265842253307736
Cog5,0.4874,1,0.6944,0.063881648218860193
D830005E20Rik,0.4149,0.190336279388453,0.4026,0.0874578845388148
Faf1,0.5182,1,0.697,0.0652380452072427
Lncpint,0.4214,0.506878404471146,0.3913,0.0652380452072427
Malt1,0.2769,0.190336279388453,0.2311,0.0246547593660202
Pakap,0.506,1,0.6875,0.0199392042883177
Pan3,0.5716,1,0.2779,0.0890466736780514
Pfkfb2,0.3052,0.212612092670369,0.254,0.0652380452072427
Pln,0.6174,0.190336279388453,0.654,0.0652380452072427
Ppp2r3a,0.357,0.153365763109035,0.2728,0.0520639297389088
Psme4,0.4912,1,0.3775,0.063881648218860193
Rbm6,0.4695,0.868374193357692,0.628,0.0874578845388148
Tnnt2,0.6098,0.239174443672121,0.6513,0.0532578954265621
Top1,0.3112,0.866755710589347,0.3219,0.0584470582063077
Ugp2,0.6758,0.190336279388453,0.6973,0.0132419536441484
