gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
Abi1,F1_Aged,0.0486149072400841,0.6805,shared,0.0261726714670224,0.709,Lymphatic_EC
Cp,F1_Aged,0.0257288715594835,0.7092,shared,0.00423516273764568,0.6902,Lymphatic_EC
Gm56730,F1_Aged,9.03044817169068e-13,0.9895,shared,2.77973917373769e-7,0.9768,Lymphatic_EC
Pde7b,F1_Aged,0.0405171167994308,0.3492,shared,0.0230741862666708,0.282,Lymphatic_EC
Prkg1,F1_Aged,3.94263945168988e-15,0.1313,shared,4.17769782398531e-14,0.1285,Lymphatic_EC
Utrn,F1_Aged,0.00650842823880864,0.6273,shared,0.0526774297983943,0.6233,Lymphatic_EC
Abi1,F1_Young,0.0261726714670224,0.709,shared,0.0486149072400841,0.6805,Lymphatic_EC
Cp,F1_Young,0.00423516273764568,0.6902,shared,0.0257288715594835,0.7092,Lymphatic_EC
Gm56730,F1_Young,2.77973917373769e-7,0.9768,shared,9.03044817169068e-13,0.9895,Lymphatic_EC
Pde7b,F1_Young,0.0230741862666708,0.282,shared,0.0405171167994308,0.3492,Lymphatic_EC
Prkg1,F1_Young,4.17769782398531e-14,0.1285,shared,3.94263945168988e-15,0.1313,Lymphatic_EC
Utrn,F1_Young,0.0526774297983943,0.6233,shared,0.00650842823880864,0.6273,Lymphatic_EC
Adamts9,F1_Aged,0.0601563726948607,0.7421,aged_only,1,0.5211,Lymphatic_EC
Apba1,F1_Aged,0.0475685593319918,0.7319,aged_only,1,0.6136,Lymphatic_EC
Baz2b,F1_Aged,0.074288996285781,0.3149,aged_only,0.994578267993642,0.4625,Lymphatic_EC
Cacna1c,F1_Aged,0.0387448178772515,0.6762,aged_only,0.75207808205843,0.5796,Lymphatic_EC
Cyyr1,F1_Aged,7.6934782751162e-4,0.2409,aged_only,1,0.4851,Lymphatic_EC
Etl4,F1_Aged,0.0473763354545732,0.3195,aged_only,1,0.5209,Lymphatic_EC
Fam168a,F1_Aged,0.0261381040855714,0.7286,aged_only,1,0.5053,Lymphatic_EC
Ldlrad4,F1_Aged,0.0318557889277877,0.6374,aged_only,1,0.4985,Lymphatic_EC
Ptpn12,F1_Aged,0.0822689346096093,0.6019,aged_only,1,0.4774,Lymphatic_EC
Sik3,F1_Aged,0.012465129919831,0.6328,aged_only,1,0.5405,Lymphatic_EC
Sntb2,F1_Aged,0.00420968032591278,0.2245,aged_only,0.649303296481877,0.5744,Lymphatic_EC
Ssbp2,F1_Aged,0.0473763354545732,0.2998,aged_only,0.397822663479144,0.4014,Lymphatic_EC
St6galnac3,F1_Aged,0.00650842823880864,0.2832,aged_only,0.92212452131171,0.5151,Lymphatic_EC
Stard13,F1_Aged,7.6934782751162e-4,0.7622,aged_only,0.397822663479144,0.6063,Lymphatic_EC
Tanc2,F1_Aged,7.66862802505421e-5,0.2374,aged_only,0.75207808205843,0.3878,Lymphatic_EC
Tulp4,F1_Aged,0.0918645984832362,0.333,aged_only,0.397822663479144,0.3935,Lymphatic_EC
Vcl,F1_Aged,0.0466164016439109,0.7171,aged_only,0.378513708871803,0.5993,Lymphatic_EC
Zfp407,F1_Aged,0.0475685593319918,0.2969,aged_only,0.678168886854305,0.4344,Lymphatic_EC
Airn,F1_Young,1.79984311163853e-7,0.7803,young_only,0.259930253530441,0.3643,Lymphatic_EC
Ambra1,F1_Young,0.021492602652597,0.3325,young_only,1,0.5253,Lymphatic_EC
Cacna2d1,F1_Young,0.0735555115301583,0.7801,young_only,0.363287195019608,0.6251,Lymphatic_EC
Dnm3,F1_Young,8.3329975591572e-4,0.2494,young_only,0.115103994650359,0.3097,Lymphatic_EC
Dyrk1a,F1_Young,0.0761314950193145,0.6647,young_only,0.918337730660356,0.5308,Lymphatic_EC
Hmcn1,F1_Young,0.0261726714670224,0.3424,young_only,0.820390037049822,0.4771,Lymphatic_EC
Kcnq1ot1,F1_Young,1.9620656311798e-4,0.8394,young_only,0.212304180106288,0.3444,Lymphatic_EC
Lama2,F1_Young,0.0392888529685153,0.3549,young_only,0.593480051830488,0.4211,Lymphatic_EC
Man2a1,F1_Young,0.00235290902853113,0.7638,young_only,0.180832196080432,0.6722,Lymphatic_EC
Mcu,F1_Young,0.0256656464376648,0.3237,young_only,0.15285545279382,0.3688,Lymphatic_EC
Plcb4,F1_Young,0.0183774069040278,0.7379,young_only,0.902522898016247,0.4693,Lymphatic_EC
Plxdc2,F1_Young,0.00898277627606289,0.2705,young_only,0.431722407846624,0.5784,Lymphatic_EC
Tspan5,F1_Young,5.5343796459481e-4,0.7923,young_only,0.145947327888759,0.6232,Lymphatic_EC
Zeb1,F1_Young,3.149374881128e-4,0.7033,young_only,0.115103994650359,0.6299,Lymphatic_EC
