ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030198,extracellular matrix organization,31/454,61/1872,4.538846694564384e-6,0.00370975069835729,0.003353968820614945,Adamts12/Adamts5/Adamts9/Apbb2/Aplp2/B4galt1/Cav1/Ccdc80/Cflar/Clasp2/Col3a1/Col4a1/Col4a2/Col8a1/Cst3/Ets1/Fn1/Hmcn1/Hspg2/Lama2/Lamb1/Lamc1/Ltbp4/Myo1e/Nf1/Nid1/P4ha1/Prickle1/Rb1/Smoc1/Sulf1,31
GO:0043062,extracellular structure organization,31/454,61/1872,4.538846694564384e-6,0.00370975069835729,0.003353968820614945,Adamts12/Adamts5/Adamts9/Apbb2/Aplp2/B4galt1/Cav1/Ccdc80/Cflar/Clasp2/Col3a1/Col4a1/Col4a2/Col8a1/Cst3/Ets1/Fn1/Hmcn1/Hspg2/Lama2/Lamb1/Lamc1/Ltbp4/Myo1e/Nf1/Nid1/P4ha1/Prickle1/Rb1/Smoc1/Sulf1,31
GO:0045229,external encapsulating structure organization,31/454,61/1872,4.538846694564384e-6,0.00370975069835729,0.003353968820614945,Adamts12/Adamts5/Adamts9/Apbb2/Aplp2/B4galt1/Cav1/Ccdc80/Cflar/Clasp2/Col3a1/Col4a1/Col4a2/Col8a1/Cst3/Ets1/Fn1/Hmcn1/Hspg2/Lama2/Lamb1/Lamc1/Ltbp4/Myo1e/Nf1/Nid1/P4ha1/Prickle1/Rb1/Smoc1/Sulf1,31
GO:0072359,circulatory system development,96/454,282/1872,3.5778686768475065e-5,0.021932334989075215,0.01982892482484434,Ackr3/Adamts5/Adamts9/Adgrf5/Adgrg6/Akap13/Akt3/Ank2/Ankrd17/Anxa3/Apoe/Aqp1/Arhgap24/Asxl1/B4galt1/Bicc1/Bmper/Bmpr1a/C2cd3/Cacna1c/Calcrl/Cald1/Cav1/Cflar/Col3a1/Col4a1/Col4a2/Col8a1/Ctsh/Dcn/Ece1/Egfl7/Egfr/Egr1/Elk3/Epas1/Errfi1/Ets1/Fn1/Hand2os1/Hdac9/Hpgd/Hspg2/Id1/Insr/Lrp1/Luzp1/Mef2a/Myh6/Myo1e/Ncor2/Nf1/Nfatc1/Nos3/Nr3c1/Nr4a1/Pde3b/Pdlim1/Pds5a/Pecam1/Pik3r3/Plpp3/Prickle1/Prkca/Prkd1/Pten/Ptgs2/Ptprb/Pxn/Rap1a/Rapgef2/Rasa1/Rb1/Rbpj/Rin2/Robo1/Rps6ka2/Ryr2/Slc12a2/Slit3/Smad6/Smad7/Sparc/Stat3/Sulf1/Tcf7l2/Tgfbr3/Thsd7a/Ttn/Vav3/Vcan/Vegfc/Vgll4/Wnk1/Xdh/Zmiz1,96
GO:0035295,tube development,92/454,271/1872,6.182229090123488e-5,0.026417603514863594,0.02388403580419968,Ackr3/Adamts12/Adamts9/Adgrf5/Akt3/Anxa3/Apoe/Aqp1/Arhgap24/Asxl1/B4galt1/Bmper/Bmpr1a/C2cd3/Calcrl/Cald1/Cav1/Cd44/Col3a1/Col4a1/Col4a2/Col8a1/Ctsh/Dcn/Ece1/Egfl7/Egfr/Elk3/Epas1/Errfi1/Ets1/Fn1/Fndc3b/Fzd6/Hdac9/Hpgd/Hspg2/Id1/Igfbp5/Il6st/Jmjd1c/Lrp1/Luzp1/Man2a1/Myo1e/Ncor2/Nf1/Nfatc1/Nos3/Nr3c1/Nr4a1/Pde3b/Pecam1/Phf14/Pik3r3/Prickle1/Prkca/Prkd1/Pten/Ptgs2/Ptprb/Pxn/Rap1a/Rapgef2/Rasa1/Rb1/Rbpj/Rin2/Robo1/Ryr2/Scaper/Slc12a2/Smad6/Smad7/Sparc/Ssbp3/Stat3/Sulf1/Tcf7l2/Tgfbr3/Tgm2/Thsd7a/Tnrc6c/Vav3/Vcan/Vegfc/Wnk1/Wwtr1/Xdh/Zeb1/Zeb2/Zmiz1,92
GO:0090257,regulation of muscle system process,28/454,59/1872,6.782634210082568e-5,0.026417603514863594,0.02388403580419968,Adk/Ank2/Arhgap42/Atp2a2/Atp2b1/Cacna1c/Calcrl/Cald1/Cav1/Ece1/Errfi1/Gucy1a1/Igfbp5/Mef2a/Nfatc1/Nos3/Nr3c1/Nr4a1/Pawr/Pde4b/Pde9a/Prkca/Prkd1/Ptgs1/Ptgs2/Ryr2/Smad7/Ttn,28
GO:0051241,negative regulation of multicellular organismal process,68/454,188/1872,7.541730204080145e-5,0.026417603514863594,0.02388403580419968,Adamts12/Adamts5/Adamts9/Adgrf5/Apoe/Arhgap42/Atp2a2/Atp2b1/B2m/Bmpr1a/Btg2/Calcrl/Cblb/Cd200/Cd44/Cd9/Col4a2/Crebbp/Cst3/Dcn/Dip2b/Egfr/Errfi1/Fn1/Gucy1a1/Hdac9/Id1/Igfbp5/Insr/Klf7/Ldlrad4/Lyn/Mcc/Nf1/Nfkb1/Nos3/Nrdc/Pawr/Pde3b/Pde4b/Peli1/Phf14/Plcl1/Prickle1/Pten/Ptgs2/Rapgef2/Rb1/Rbpj/Robo1/Sema6d/Slc12a2/Smad6/Smad7/Sparc/Sulf1/Tcf7l2/Tgfbr3/Tia1/Tjp2/Tlr4/Ttc3/Ubr5/Ulk2/Vgll4/Wnk1/Wwc2/Zbtb46,68
GO:0006937,regulation of muscle contraction,18/454,32/1872,9.082752884894314e-5,0.027838637592201072,0.025168786283667668,Ank2/Arhgap42/Atp2a2/Atp2b1/Cacna1c/Calcrl/Cald1/Cav1/Gucy1a1/Nr4a1/Pawr/Pde4b/Prkca/Prkd1/Ptgs1/Ptgs2/Ryr2/Smad7,18
GO:0009888,tissue development,114/454,357/1872,1.488242013303082e-4,0.039683618638638986,0.03587778005193342,Abi1/Adamts12/Adamts5/Adamts9/Akap13/Ankrd17/Aqp1/Arhgap24/Asxl1/Atf3/Atp2b1/B4galt1/Birc6/Bmper/Bmpr1a/Bnc2/Btg2/C2cd3/Cacnb4/Cav1/Cd44/Cflar/Chst11/Clasp2/Col3a1/Col4a1/Creb3l2/Creb5/Ctsh/Cytl1/Ddx17/Ddx5/Ebf2/Ece1/Egfr/Egr1/Epas1/Errfi1/F11r/Fam20a/Flnb/Fn1/Fndc3b/Fto/Fzd6/Hdac9/Hspg2/Id1/Igfbp5/Il6st/Insr/Jmjd1c/Klf7/Lama2/Lamb1/Lamc1/Ldb2/Ldlrad4/Lpl/Luzp1/Macf1/Mbnl1/Mef2a/Myh6/Myo1e/Myo5a/Ncor2/Nf1/Nfatc1/Nos3/Nr3c1/Nr4a1/Pafah1b1/Pawr/Pecam1/Plagl1/Prickle1/Prkca/Pten/Ptgs1/Ptgs2/Pxn/Rap1a/Rapgef2/Rb1/Rbpj/Rfx3/Robo1/Ryr2/Schip1/Sema6d/Slc12a2/Smad6/Smad7/Ssbp3/Sulf1/Tasor/Tcf7l1/Tcf7l2/Tgfbr3/Tgm2/Tjp2/Tnrc6c/Ttn/Tuft1/Vcan/Vegfc/Vgll4/Vim/Wwtr1/Xdh/Zbtb16/Zeb1/Zeb2,114
GO:0042221,response to chemical,148/454,486/1872,1.6421832117342755e-4,0.039683618638638986,0.03587778005193342,Abca1/Ackr3/Adamts12/Akap13/Akt3/Apoe/Aqp1/Arpc2/Asxl1/Atf3/Atp2a2/Atp2b1/B2m/Cacna1c/Cacnb4/Calcrl/Camk1d/Cav1/Ccnd3/Cd36/Cd9/Cflar/Cnot1/Col3a1/Col4a1/Cp/Cpne8/Creb3l2/Crebbp/Cst3/Ctsh/Cyfip1/Dapk1/Ddx17/Ddx5/Dennd4c/Dock2/Dock8/Egfr/Egr1/Epas1/Errfi1/Ets1/Fabp4/Flnb/Fmo2/Fn1/Fyn/Gnb1/Grin2a/Hdac9/Hnrnph1/Hpgd/Id1/Igfbp5/Il6st/Insr/Itga1/Itpkb/Jund/Kcnc2/Kif5b/Klf7/Lifr/Lims1/Lpl/Lrch1/Lrp1/Lrrc8d/Lyn/Man1a/Map4k3/Mat2a/Mef2a/Mrc1/Mycbp2/Myo5a/Ncor2/Nedd9/Nek7/Nfat5/Nfatc1/Nfkb1/Nfkbia/Nlk/Nos3/Nr3c1/Nr4a1/Nt5e/Osmr/Pafah1b1/Palm/Pam/Parp8/Pawr/Pde3b/Pde4b/Peli1/Pid1/Pik3r3/Plscr4/Prickle1/Prkca/Prkce/Prkd1/Pten/Ptgs2/Pxn/Rap1a/Rapgef2/Rasa1/Rb1/Rbpj/Rin3/Robo1/Rps2/Rps3/Rps6ka2/Ryr2/Sdk1/Sema6d/Slc12a2/Slc38a9/Slit3/Smad6/Smad7/Sorbs1/St6gal1/Stat3/Strn3/Tcf7l2/Tgfbr3/Tgm2/Tjp2/Tlr4/Ttn/Ube2k/Ubr3/Ubr5/Vav3/Vegfc/Vim/Wbp1l/Wnk1/Xdh/Yes1/Zeb1/Zmiz1,148
