gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
5031425E22Rik,0.5447,0.0817097463090066,0.5677,0.124973836747046
6030458C11Rik,0.3842,0.0401946510321285,0.4481,0.48575349235002
Abca9,0.4188,0.0247092678312671,0.4763,0.621750162039745
Abra,0.3194,1.684849497109e-4,0.4493,0.451113050179217
Acat1,0.5871,0.0824299403999722,0.608,0.187770741636809
Acin1,0.3464,3.0230746796768e-5,0.4074,1
Acss3,0.3773,0.00340473517831323,0.3791,0.275429968551825
Adam10,0.3888,0.0997891548981186,0.535,0.474258839730708
Adamts5,0.5733,0.0831606280525204,0.556,0.343870715679226
Adamtsl3,0.4462,0.0366419356318993,0.4892,1
Adamtsl5,0.4322,0.0192631146204284,0.4384,0.409079421699476
Adarb1,0.4106,0.00194072052777359,0.4411,0.291619748016324
Adra1a,0.3586,8.90818618447247e-5,0.3922,0.220163452308261
Aff3,0.3344,4.0928734670679e-4,0.5284,0.711001126952022
Afg1l,0.5731,0.0322792274380915,0.4951,1
Aig1,0.4178,0.0314519345918202,0.4433,0.797798107328965
Alcam,0.2764,0.00175065932264132,0.4177,0.39921549024605
Amd1,0.4258,0.0319846392976715,0.4123,0.282679672538534
Amn1,0.3167,0.0476594403350474,0.3554,0.67001003521454
Anapc10,0.6436,0.00403905131621589,0.5239,1
Ano6,0.5456,0.01288878698641,0.5188,1
Anxa1,0.7311,3.0230746796768e-5,0.5673,0.567869756055025
Anxa2,0.6143,1.4778561513166e-4,0.6122,0.225845812175065
Anxa6,0.4306,0.064301765661988,0.4736,0.952105846714602
Ap1g1,0.582,0.0147278475302751,0.5697,0.103089648691403
Apba1,0.6272,8.93430623460458e-5,0.5483,0.489075103220949
Arih2,0.6001,0.0134674287710112,0.4423,1
Arl15,0.4378,7.21100740833961e-5,0.4694,0.21422753801487401
Arl8b,0.332,1.684849497109e-4,0.4509,0.485537021093412
Ash1l,0.5453,0.0445413396470778,0.5532,0.136105759952251
Atp10d,0.6158,0.0609857325125352,0.552,1
Atp6v1b2,0.609,0.0241482217991195,0.6023,0.21199117388369
BC034090,0.3943,0.0374515326442276,0.3156,0.115032343842559
Bmp4,0.3615,0.0691298262476687,0.3705,0.42889058475229
Bmper,0.4217,0.00998400027637596,0.4367,0.187486835519682
Btbd10,0.6302,0.0691298262476687,0.5977,0.361122976620136
Btbd9,0.4295,0.0673243445094232,0.4364,0.154929250656434
Cab39,0.6162,0.0252090475436758,0.5,1
Cables1,0.402,0.0400510782690734,0.4613,1
Camk1d,0.6313,3.19645708468756e-7,0.584,0.132901270312434
Camk2d,0.5339,0.0261685682059032,0.5026,1
Canx,0.4177,0.0283180346920888,0.5017,1
Car8,0.6465,0.00893727051892084,0.5561,0.541315212611292
Cav1,0.3727,0.0367482022662767,0.3619,0.140165316995466
Ccbe1,0.3573,3.4394661252908e-4,0.4734,1
Cd47,0.4047,0.0203481733853711,0.4629,1
Cdh11,0.3706,0.0498474562861599,0.4609,1
Cdk14,0.4604,0.0970632615581971,0.4432,0.22431815231919
Cebpb,0.4,0.0218412230947345,0.4457,1
Cemip2,0.6143,0.00473415403322904,0.561,0.30107901615312
Cep112,0.5749,0.0629610726003859,0.5475,0.466935493329785
Cep128,0.6325,0.0247092678312671,0.5484,1
Cers6,0.3275,0.00133795270477097,0.532,1
Chp1,0.5717,0.0581189034521976,0.4362,0.458366367659347
Clasp2,0.4443,9.8878784342894e-4,0.4663,1
Clec3b,0.3935,3.557434679004e-4,0.4154,0.199462796719737
Clpx,0.5689,0.0669524174497882,0.5252,0.97362667218148
Cmya5,0.6136,0.00113483919780788,0.5678,0.237378382266778
Cnot4,0.5489,0.0408306766805128,0.4911,1
Col3a1,0.3698,6.53048687719918e-5,0.4378,0.22431815231919
Col4a4,0.3825,0.00512756420532755,0.3991,0.535380401254916
Col6a3,0.5855,0.015470359806708,0.5345,0.527702838642791
Commd10,0.6549,0.0715893851929306,0.6307,0.233235150668672
Coro6,0.594,0.0340016721232269,0.5454,0.537196949371754
Cpeb3,0.5411,0.0984582163506362,0.5421,0.191083606497319
Cped1,0.5242,0.0578746765893312,0.4994,1
Cryab,0.7627,0.00473415403322904,0.5118,1
Cstf3,0.5456,0.0465817761771012,0.5131,1
