ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0060537,muscle tissue development,123/2217,229/5757,1.3897970462905671e-6,0.0033469880862505704,0.0031784400057605017,Acadm/Actc1/Actn2/Adra1a/Adra1b/Akap13/Angpt1/Ankrd1/Apc/Asb2/Atg7/Bcl2/Bcl9/Bmpr1a/Camk2d/Ccnt2/Cdc42/Cfl2/Chd7/Ctnnb1/Cxadr/Ddx17/Ddx39b/Ddx5/Dipk2a/Dsg2/Dysf/Edn1/Egln1/Ephb1/Fgf1/Fgf2/Fhl2/Fhod3/Fkrp/Flcn/Fosl2/Foxp1/Foxp2/Frs2/Gja1/Gjc1/Gpcpd1/Hdac4/Hdac7/Hdac9/Heg1/Hivep3/Hlf/Hmg20b/Homer1/Hspg2/Ifrd1/Itgb1/Jph2/Klhl41/Lmod3/Lncpint/Lrp6/Lrrc10/Luc7l/Mapk14/Mbnl1/Med1/Mef2a/Mef2d/Meis1/Mrtfb/Mtor/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Myoz2/Ndufv2/Neb/Nebl/Nf1/Nfix/Nr1d2/Nr3c1/Pdlim5/Pgm5/Plec/Pln/Popdc3/Ppargc1a/Prickle1/Prox1/Ptcd2/Rb1/Rbfox1/Rbm24/Rcan1/Rgs2/Rpl3l/Ryr2/Sav1/Sgcb/Sgcg/Slc25a4/Slc8a1/Smad3/Smyd1/Sorbs2/Sox6/Svil/Tcf7l2/Tgfbr2/Tgfbr3/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Ube4b/Vegfa/Xirp1/Yap1/Zfp950/Zfpm2,123
GO:0014706,striated muscle tissue development,86/2217,150/5757,1.7418621317983713e-6,0.0033469880862505704,0.0031784400057605017,Acadm/Actc1/Actn2/Adra1a/Adra1b/Akap13/Angpt1/Ankrd1/Apc/Asb2/Atg7/Bmpr1a/Camk2d/Cdc42/Chd7/Ctnnb1/Cxadr/Ddx39b/Dipk2a/Dsg2/Edn1/Egln1/Fgf1/Fgf2/Fhl2/Fhod3/Foxp1/Frs2/Gja1/Gjc1/Hdac7/Hdac9/Heg1/Hspg2/Ifrd1/Itgb1/Jph2/Lrp6/Lrrc10/Luc7l/Mapk14/Med1/Mef2a/Meis1/Mrtfb/Mtor/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Ndufv2/Neb/Nebl/Nr3c1/Pdlim5/Pgm5/Plec/Pln/Prickle1/Prox1/Ptcd2/Rgs2/Rpl3l/Ryr2/Sav1/Sgcb/Sgcg/Slc25a4/Slc8a1/Smad3/Sorbs2/Sox6/Tgfbr2/Tgfbr3/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Ube4b/Vegfa/Xirp1/Yap1/Zfpm2,86
GO:0048738,cardiac muscle tissue development,79/2217,139/5757,7.236605172728403e-6,0.00778715170729692,0.00739500526430788,Acadm/Actc1/Actn2/Adra1a/Adra1b/Akap13/Angpt1/Ankrd1/Apc/Asb2/Atg7/Bmpr1a/Camk2d/Cdc42/Chd7/Ctnnb1/Cxadr/Ddx39b/Dipk2a/Dsg2/Edn1/Egln1/Fgf1/Fgf2/Fhl2/Fhod3/Foxp1/Frs2/Gja1/Gjc1/Heg1/Hspg2/Itgb1/Jph2/Lrp6/Lrrc10/Mapk14/Med1/Mef2a/Meis1/Mrtfb/Mtor/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Ndufv2/Neb/Nebl/Nr3c1/Pdlim5/Plec/Pln/Prickle1/Prox1/Ptcd2/Rgs2/Ryr2/Sav1/Sgcb/Sgcg/Slc25a4/Slc8a1/Sorbs2/Sox6/Tgfbr2/Tgfbr3/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Ube4b/Vegfa/Xirp1/Yap1/Zfpm2,79
GO:0007517,muscle organ development,87/2217,157/5757,1.0028465212722712e-5,0.00778715170729692,0.00739500526430788,Actc1/Adarb1/Angpt1/Ankrd1/Asb2/Bcl2/Bcl9/Bmpr1a/Ccnt2/Cfl2/Chd2/Chd7/Cryab/Ctnnb1/Dag1/Ddx17/Ddx5/Des/Disp1/Dpf3/Dysf/Egln1/Ephb1/Fkrp/Foxp1/Foxp2/Gja1/Gpcpd1/Hdac4/Hdac7/Hdac9/Heg1/Hivep3/Hlf/Hmg20b/Homer1/Itgb1/Jph1/Jph2/Klhl41/Lmod3/Lncpint/Lrp6/Luc7l/Mapk14/Mbnl1/Med1/Mef2d/Mrtfb/Mtss1/Mybpc3/Myh6/Myl2/Myl3/Myocd/Myoz2/Nf1/Nfix/Nr1d2/Paxbp1/Plec/Popdc3/Prox1/Ptcd2/Rb1/Rbfox1/Rbm24/Rcan1/Ripor2/Rpl3l/Ryr2/Sfmbt1/Sgcb/Smad3/Smyd1/Svil/Tcf7l2/Tgfbr3/Tmem182/Tnnc1/Tnnt2/Tpm1/Trim72/Ttn/Ube4b/Unc45b/Zfpm2,87
GO:0055001,muscle cell development,68/2217,117/5757,1.125670956625638e-5,0.00778715170729692,0.00739500526430788,Actc1/Actg1/Actn1/Actn2/Adra1a/Adra1b/Afg3l2/Akap13/Ank2/Ankrd23/Asb2/Atg7/Atp2a2/Bcl2/Bmpr1a/Camk2d/Casq2/Cfl2/Cxadr/Ddx39b/Dysf/Edn1/Fhl2/Fhod3/Flnc/Foxp1/Hdac4/Hdac9/Homer1/Itgb1/Klhl41/Lmod2/Lmod3/Lncpint/Lrrc10/Mef2a/Meis1/Mtor/Mybpc3/Myh6/Myl2/Myo18b/Myocd/Myoz2/Neb/Nebl/Nr3c1/Pdlim5/Pgm5/Plec/Prickle1/Prkd1/Prox1/Ptcd2/Rcan1/Rgs2/Sgcb/Slc25a4/Slc8a1/Smyd3/Sorbs2/Tmem182/Tnnt2/Tpm1/Trip10/Ttn/Vegfa/Xirp1,68
GO:0003013,circulatory system process,111/2217,210/5757,1.2157926162836721e-5,0.00778715170729692,0.00739500526430788,Abcc8/Abcc9/Actc1/Adcy6/Adra1a/Adra1b/Agtr1a/Akap13/Angpt1/Ank2/Arhgap35/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Camk2d/Casq2/Ccn2/Cdc42/Chd7/Corin/Cxadr/Dmpk/Dnm1l/Dock4/Dock5/Dsg2/Edn1/Egfr/Epas1/Ephx2/Ext1/Fxyd1/Fyn/Gja1/Gjc1/Gna12/Gnaq/Gpd1l/Hbegf/Hdac4/Heg1/Hopx/Hrc/Itga1/Kcnd2/Kcnd3/Kcnip2/Kcnj2/Kcnj5/Kcnn2/Kcnq1/Lnpep/Map2k1/Mdm4/Mef2a/Mgll/Mkks/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Nampt/Nav2/Ncald/Nisch/Nr3c1/Nr3c2/P2rx4/Pde3a/Pde4b/Per2/Plec/Plekha7/Pln/Ppard/Prkg1/Ptprm/Rgs2/Rnf207/Rnls/Rnpep/Rock2/Ryr2/Sema3a/Sgcg/Sh3gl2/Slc22a5/Slc27a1/Slc8a1/Smad3/Snta1/Sri/Stk39/Strit1/Tgfbr3/Thrb/Tmem38a/Tmem65/Tnnc1/Tnnt2/Tpm1/Trdn/Ttn/Vegfa/Wwtr1/Yap1,111
GO:0051146,striated muscle cell differentiation,88/2217,161/5757,1.8405612094513015e-5,0.010104681039887646,0.009595828140101747,Acadm/Actc1/Actg1/Actn2/Adra1a/Adra1b/Akap13/Ankrd23/Asb2/Atg7/Atp11a/Bcl2/Bcl9/Bmpr1a/Camk2d/Capn2/Casq2/Cfl2/Cxadr/Ddx39b/Dmpk/Dock1/Dock5/Dysf/Edn1/Ehd1/Epc1/Fhl2/Fhod3/Fkrp/Flnc/Foxp1/Frs2/Hdac4/Hdac9/Homer1/Hopx/Itgb1/Klhl41/Lmod2/Lmod3/Lncpint/Lrrc10/Mapk14/Mef2a/Meis1/Mtor/Mybpc3/Myh6/Myl2/Myo18b/Myocd/Myoz2/Neb/Nebl/Neo1/Nr3c1/Pdlim5/Pgm5/Plec/Plekho1/Popdc3/Prickle1/Prkd1/Prox1/Rb1/Rbm24/Rcan1/Rgs2/Ripor2/Rpl3l/Sgcb/Slc25a4/Slc8a1/Smyd1/Smyd3/Sorbs2/Sox6/Spag9/Tanc1/Tmem182/Tnnt2/Tpm1/Trim72/Trip10/Ttn/Vegfa/Xirp1,88
GO:0061061,muscle structure development,163/2217,330/5757,2.2553849851743194e-5,0.010834305622531137,0.010288710188946533,Acadm/Actc1/Actg1/Actl6a/Actn1/Actn2/Adarb1/Adra1a/Adra1b/Afg3l2/Akap13/Angpt1/Ank2/Ankrd1/Ankrd23/Arid1b/Asb2/Atg7/Atp11a/Atp2a2/Bcl2/Bcl9/Bmpr1a/Brd7/Camk1/Camk2d/Capn2/Casq2/Ccnt2/Cfl2/Chd2/Chd7/Cryab/Ctnnb1/Cxadr/Dag1/Ddx17/Ddx39b/Ddx5/Des/Disp1/Dmpk/Dock1/Dock5/Dpf3/Dysf/Edn1/Egln1/Ehd1/Epas1/Epc1/Ephb1/Fbxo40/Fhl2/Fhod3/Fkrp/Flnc/Foxp1/Foxp2/Frs2/Gja1/Gpcpd1/Hdac4/Hdac7/Hdac9/Heg1/Hivep3/Hlf/Hmg20b/Homer1/Hopx/Ifrd1/Itgb1/Jph1/Jph2/Klhl41/Lama2/Lmod2/Lmod3/Lncpint/Lrp6/Lrrc10/Luc7l/Map3k5/Mapk14/Mbnl1/Med1/Mef2a/Mef2d/Meis1/Mrtfb/Mtor/Mtss1/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Myoz2/Neb/Nebl/Neo1/Nf1/Nfix/Nr1d2/Nr3c1/Paxbp1/Pdlim1/Pdlim3/Pdlim5/Pgm5/Plec/Plekho1/Popdc3/Ppard/Prickle1/Prkd1/Prox1/Ptcd2/Qki/Rb1/Rbfox1/Rbm24/Rcan1/Rgs2/Ripor2/Rpl3l/Ryr2/Sfmbt1/Sgcb/Slc25a4/Slc8a1/Smad3/Smarca2/Smarca4/Smarcc2/Smarcd1/Smarce1/Smyd1/Smyd3/Sorbs2/Sox6/Spag9/Svil/Tanc1/Tcf7l2/Tgfbr3/Tmem182/Tnnc1/Tnnt2/Tpm1/Trim72/Trip10/Ttn/Ube4b/Unc45b/Utrn/Vegfa/Xirp1/Zeb1/Zfp36l1/Zfpm2,163
GO:0008015,blood circulation,104/2217,199/5757,4.2562890739067944e-5,0.01817435434558201,0.017259127741795152,Abcc8/Abcc9/Actc1/Adcy6/Adra1a/Adra1b/Agtr1a/Angpt1/Ank2/Arhgap35/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Camk2d/Casq2/Ccn2/Cdc42/Chd7/Corin/Cxadr/Dmpk/Dnm1l/Dock4/Dock5/Dsg2/Edn1/Egfr/Epas1/Ephx2/Ext1/Fxyd1/Gja1/Gjc1/Gna12/Gnaq/Gpd1l/Hbegf/Hdac4/Hopx/Hrc/Itga1/Kcnd2/Kcnd3/Kcnip2/Kcnj2/Kcnj5/Kcnn2/Kcnq1/Lnpep/Map2k1/Mdm4/Mef2a/Mgll/Mkks/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Nampt/Nav2/Ncald/Nisch/Nr3c1/Nr3c2/P2rx4/Pde3a/Pde4b/Per2/Plec/Plekha7/Pln/Ppard/Prkg1/Ptprm/Rgs2/Rnf207/Rnls/Rnpep/Rock2/Ryr2/Sema3a/Sgcg/Sh3gl2/Slc8a1/Smad3/Snta1/Sri/Stk39/Strit1/Tgfbr3/Thrb/Tmem38a/Tmem65/Tnnc1/Tnnt2/Tpm1/Trdn/Ttn/Vegfa,104
GO:0003015,heart process,70/2217,126/5757,6.551840257014369e-5,0.02517872210770622,0.02391076860112507,Abcc9/Actc1/Adra1a/Adra1b/Akap13/Ank2/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Camk2d/Casq2/Ccn2/Cdc42/Cxadr/Dmpk/Dnm1l/Dsg2/Edn1/Epas1/Ext1/Fxyd1/Fyn/Gja1/Gjc1/Gpd1l/Hbegf/Hdac4/Hopx/Hrc/Kcnd2/Kcnd3/Kcnip2/Kcnj2/Kcnj5/Kcnn2/Kcnq1/Mdm4/Mef2a/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pde4b/Pln/Rgs2/Rnf207/Rnls/Ryr2/Sema3a/Sgcg/Slc8a1/Snta1/Sri/Strit1/Thrb/Tmem38a/Tmem65/Tnnc1/Tnnt2/Tpm1/Trdn/Ttn/Wwtr1/Yap1,70
GO:0043269,regulation of monoatomic ion transport,103/2217,201/5757,1.2823404075685857e-4,0.044800310784418866,0.042544250651103226,1810037I17Rik/Abcc8/Abcc9/Actn2/Agtr1a/Akt2/Ank2/Ank3/Ano6/Asph/Atp1a1/Atp1b1/Atp1b3/Atpsckmt/Bcl2/Best3/Cacna1c/Cacna2d1/Cacnb2/Camk2a/Camk2d/Casq2/Chd7/Chp1/Clcn1/Clic4/Crbn/Ctnnb1/Dmpk/Dnm2/Dysf/Edn1/Egf/Epb41/Fgf14/Fxyd1/Fyn/Gck/Gja1/Gnaq/Gpd1l/Grip1/Gsto1/Hcn1/Hecw2/Hk1/Homer1/Homer2/Hrc/Inpp5k/Itgb1/Itpr1/Jph2/Kcnd2/Kcnd3/Kcnip2/Kcnip4/Kcnj2/Kcnj3/Kcnj5/Kcnn2/Kcnq1/Kcnq5/Kcnv2/Kif5b/Lyn/Mtor/Myo5a/Nipsnap2/Nr3c2/P2rx4/Pde4b/Pirt/Pkd2/Plcb4/Pln/Prkce/Prkd1/Ptpn3/Pxk/Rgs7/Rnf207/Rrad/Ryr2/Saraf/Serpine1/Sestd1/Slc25a4/Slc36a2/Slc8a1/Snta1/Sri/Stc2/Stk39/Strit1/Tesc/Tmem168/Tmem38a/Trdn/Trpc1/Wfs1/Wnk2/Ywhaq,103
