ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0035239,tube morphogenesis,49/239,189/2024,1.1588789152236506e-8,2.7419075134191576e-5,2.382411075191358e-5,Adamts9/Akt3/Arhgap24/Arid1a/B4galt1/Bmpr2/C5ar1/Cav1/Cd44/Cdh13/Cemip2/Chd7/Clic4/Col4a1/Col4a2/Dcn/Dlc1/Egfr/Elk3/Epas1/Fbxw7/Flt1/Hdac9/Heg1/Kras/Lrp1/Lrp6/Luzp1/Mef2c/Mgp/Myo1e/Nf1/Nfib/Nrp1/Nrp2/Pbx1/Pecam1/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Xdh/Zeb1/Zfpm2,49
GO:0035295,tube development,54/239,226/2024,4.117660551405342e-8,4.8711924323125196e-5,4.232521608891912e-5,Adamts9/Akt3/Arhgap24/Arid1a/Atxn1/B4galt1/Bmpr2/C5ar1/Cav1/Cd44/Cdh13/Cemip2/Chd7/Clic4/Col4a1/Col4a2/Dcn/Dlc1/Ece1/Egfr/Elk3/Epas1/Errfi1/Fbxw7/Flt1/Hdac9/Heg1/Kras/Lrp1/Lrp6/Luzp1/Mef2c/Mgp/Myo1e/Nf1/Nfia/Nfib/Nrp1/Nrp2/Pbx1/Pecam1/Plxna4/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Xdh/Zeb1/Zfpm2,54
GO:0048514,blood vessel morphogenesis,37/239,140/2024,5.874227044444109e-7,4.6328070623849205e-4,4.0253913746664374e-4,Adamts9/Akt3/Arhgap24/B4galt1/Bmpr2/C5ar1/Cav1/Cdh13/Cemip2/Chd7/Clic4/Col4a1/Col4a2/Dcn/Elk3/Epas1/Fbxw7/Flt1/Hdac9/Heg1/Lrp1/Myo1e/Nf1/Nrp1/Nrp2/Pecam1/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Xdh/Zfpm2,37
GO:0001568,blood vessel development,41/239,166/2024,9.731046796558618e-7,5.415800134210908e-4,4.7057248129705494e-4,Adamts9/Akt3/Arhgap24/Arid1a/B4galt1/Bmpr2/C5ar1/Cav1/Cdh13/Cemip2/Chd7/Clic4/Col4a1/Col4a2/Dcn/Elk3/Epas1/Fbxw7/Flt1/Hdac9/Heg1/Lrp1/Luzp1/Mef2c/Myo1e/Nf1/Nrp1/Nrp2/Pdgfd/Pecam1/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Xdh/Zfpm2,41
GO:0072359,circulatory system development,54/239,249/2024,1.3559074744398505e-6,5.415800134210908e-4,4.7057248129705494e-4,Adamts9/Adgrg6/Akt3/Ank2/Arhgap24/Arid1a/B4galt1/Bicc1/Bmpr2/C5ar1/Cav1/Cdh13/Cemip2/Cert1/Chd7/Clic4/Col4a1/Col4a2/Dcn/Dlc1/Ece1/Egfr/Elk3/Epas1/Errfi1/Fbxw7/Flt1/Hdac9/Heg1/Insr/Lrp1/Lrp6/Luzp1/Mef2c/Myo1e/Nf1/Nrp1/Nrp2/Nxn/Pdgfd/Pecam1/Plxna4/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Vcam1/Xdh/Zfpm2,54
GO:0001944,vasculature development,42/239,174/2024,1.3734066274414813e-6,5.415800134210908e-4,4.7057248129705494e-4,Adamts9/Akt3/Arhgap24/Arid1a/B4galt1/Bmpr2/C5ar1/Cav1/Cdh13/Cemip2/Chd7/Clic4/Col4a1/Col4a2/Dcn/Elk3/Epas1/Errfi1/Fbxw7/Flt1/Hdac9/Heg1/Lrp1/Luzp1/Mef2c/Myo1e/Nf1/Nrp1/Nrp2/Pdgfd/Pecam1/Ptprb/Ptprj/Ptprm/Rasa1/Rhoj/Rora/Slc39a12/Stat3/Thsd7a/Xdh/Zfpm2,42
GO:0060041,retina development in camera-type eye,11/239,23/2024,1.8429031551805408e-5,0.005999920372562511,0.00521325999359994,Bmpr2/Chd7/Clic4/Col4a1/Lrp6/Nfia/Nfib/Nrp1/Ptprm/Rhoj/Stat3,11
GO:0043010,camera-type eye development,18/239,54/2024,2.0287135663778565e-5,0.005999920372562511,0.00521325999359994,Arid1a/Bmpr2/Chd7/Clic4/Col4a1/Egfr/Flt1/Lrp6/Mitf/Nf1/Nfia/Nfib/Nrp1/Ptprm/Rhoj/Stat3/Vim/Zeb1,18
GO:0008285,negative regulation of cell population proliferation,38/239,169/2024,2.8760321552497505e-5,0.0072208656126542805,0.006274124901683414,App/Arhgap24/B4galt1/Bmpr2/Cav1/Cblb/Cd38/Cd44/Cdh13/Cdk6/Dach1/Dlc1/Dnm3/Dpysl3/Flt1/Fnip2/Fyn/Havcr2/Itga1/Lrp1/Lrp6/Mcc/Mef2c/Nf1/Nfib/Nrp1/Prkg1/Ptprg/Ptprj/Ptprk/Ptprm/Stat3/Timp3/Vim/Xdh/Zbtb16/Zbtb7c/Zeb1,38
GO:0042127,regulation of cell population proliferation,72/239,403/2024,3.814707986168752e-5,0.0072208656126542805,0.006274124901683414,Adk/Akt3/App/Arhgap24/Atxn1/B4galt1/Bmpr2/C5ar1/Cav1/Cblb/Ccdc88a/Cd38/Cd44/Cd74/Cdh13/Cdk6/Dach1/Dlc1/Dnm3/Dpysl3/Egfr/Eps8/Errfi1/Fabp4/Flt1/Fnip2/Fyn/Havcr2/Hecw2/Homer1/Igf1r/Insr/Iqgap1/Itga1/Itpr1/Kitl/Kras/Lrp1/Lrp6/Malat1/Mcc/Mef2c/Mitf/Myo10/Nf1/Nfib/Nr3c2/Nrp1/P2rx7/Pbx1/Pde1a/Pdgfd/Plxna4/Prkch/Prkg1/Ptprg/Ptprj/Ptprk/Ptprm/Rad51b/Rasa1/Slc39a12/Stat3/Syne1/Timp3/Vcam1/Vim/Xdh/Zbtb16/Zbtb7c/Zeb1/Zfpm2,72
