"","AR","N","log2FC","llr_var","pval_var"
"1110019D14Rik",0.4,10,0.222392421336448,-5984.72678663369,0
"1600010M07Rik",0.422101449275362,23,-0.408084738637077,5644.44682658485,1
"1600020E01Rik",0.32051282051282,13,-1.55639334852439,-5456.93834376355,0
"1700025G04Rik",0.468433179723502,62,0.0238467419543678,5386.4716214621,1
"2210408F21Rik",0.532203673519463,95,0.0887042252714804,5536.62591214278,1
"2210408I21Rik",0.591666666666667,10,0.206450877467427,-5326.09585693572,0
"2310014F06Rik",0.558823529411765,17,0.0801703486839833,-6785.72855557299,0
"2610035D17Rik",0.904166666666667,16,2.69187770463767,-6567.14274669665,0
"2610037D02Rik",0.432323232323232,33,-0.643856189774725,6625.64608672995,1
"2610307P16Rik",0.397968336640212,96,-0.644586483407575,5463.39171122104,1
"2700049A03Rik",0.606060606060606,11,0.807354922057605,-4739.71493638336,0
"2700097O09Rik",0.616666666666667,10,0.427421223734676,-7261.0348536302,0
"2900026A02Rik",0.564705882352941,17,0.495957494662411,-5123.85626577471,0
"3110056K07Rik",0.426190476190476,14,-0.394278939112046,-6993.46624768327,0
"3110082I17Rik",0.416666666666667,14,-0.347923303420307,-9165.73681718173,0
"3222401L13Rik",0.453508771929825,19,-0.33014860169233,-1277.68906425741,0
"4632427E13Rik",0.53459595959596,66,0.0703893278913981,5100.34503257895,1
"4732440D04Rik",0.343241695303551,97,-0.808737476107723,5321.3427964893,1
"4732471J01Rik",0.541666666666667,16,-0.306661338234052,-4312.71052628067,0
"4833420G17Rik",0.818181818181818,11,2.53051471669878,-4243.96890301567,0
"4930506C21Rik",0.465277777777778,12,-0.163498732282879,-5075.45791915569,0
"4930523C07Rik",0.416,25,-0.509013647487858,-13.9056099390955,1.33748216486873e-07
"4933431K23Rik",0.357142857142857,14,-0.343954401217362,-5925.39747599216,0
"5031425E22Rik",0.474422077922078,100,0.00757321970480085,5235.80631393743,1
"5330438D12Rik",0.584285714285714,25,0.21864028647534,-106.100126575053,4.54825238297409e-48
"5430431A17Rik",0.536904761904762,14,-0.367731784500487,11.7369720917659,1
"6720427I07Rik",0.522222222222222,15,0.42449782852791,-803.258704219413,0
"6820431F20Rik",0.761363636363636,22,1.35548065459839,3958.29139986782,1
"9330159M07Rik",0.0695833333333333,40,-3.69116190455308,5456.7913159352,1
"9530026P05Rik",0.503507589019249,169,0.0190667318026888,6436.1828137097,1
"9630014M24Rik",0.708333333333333,12,0.146841388329271,-4545.86205953218,0
"A930015D03Rik",0.590909090909091,11,0.888968687611256,-5909.89564213543,0
"AU040320",0.604166666666667,24,0.584962500721156,5091.99440953302,1
"AW554918",0.398095238095238,70,-0.487265826834023,5272.03988633651,1
"Aak1",0.464734950584007,106,-0.0688950812110674,5084.35151609594,1
"Aatf",0.769230769230769,13,0.704544116473829,-6129.31293610421,0
"Abca1",0.468798003072197,62,-0.356934544715276,5368.16847699366,1
"Abca6",0.646153846153846,13,0.485426827170242,68.0176137656799,1
"Abca8a",0.651978375891419,69,0.753562104696901,6232.20547496975,1
"Abca8b",0.458121693121693,30,0.233199176293031,-9.02550001463987,2.15065648087585e-05
"Abca9",0.777173913043478,23,1.04580368961312,-118.106451600162,2.63322844441933e-53
"Abcc1",0.586206896551724,29,0.299560281858908,4956.89807018041,1
"Abcc4",0.563492063492063,21,0.295455883526171,1102.88000147519,1
"Abcc5",0.521264367816092,58,-0.0733731863302194,5078.825139399,1
"Abcc9",0.483333333333333,16,-0.505235308250422,-642.844483508773,1.45620680497773e-281
"Abcd3",0.549259259259259,45,0.42349907802704,5047.90948806739,1
"Abce1",0.333333333333333,10,-0.389946518316013,-6277.91797563474,0
"Abcg2",0.571969696969697,22,0.440572591385981,-2665.9878872349,0
"Abhd17b",0.40625,32,-0.439285045525521,5574.91767206271,1
"Abhd18",0.423346560846561,42,-0.364274385596957,5468.42061292774,1
"Abhd2",0.589285714285714,14,0.0641303374197157,-5298.85522879852,0
"Abhd6",0.385416666666667,16,-0.910732661902913,-4889.22860589424,0
"Abi1",0.691394980782226,137,1.29879159608943,5664.81646471532,1
"Abi2",0.464285714285714,14,-0.447458976971221,84.8638769494919,1
"Abi3bp",0.478869047619048,20,-0.0655883416275769,5431.08928103599,1
"Abl2",0.583333333333333,24,0.161751069996612,4459.60443184429,1
"Ablim1",0.485090280792373,251,-0.194525627903504,7436.0666917496,1
"Ablim2",0.470695970695971,13,0.106915203916512,-20.5555948957071,1.43810648185102e-10
"Ablim3",0.611111111111111,24,0.477321777533187,5628.08992896194,1
"Abr",0.6,13,0.111031312388744,-5497.63793128925,0
"Abra",0.419941558441558,50,-0.379493382421177,5974.9174824012,1
