gene,condition,padj,status,padj_other,celltype
1110002E22Rik,F1_Aged,0.0728441103020919,shared,0.0217609564544433,Cardiomyocyte
1110019D14Rik,F1_Aged,1.1578299198384e-4,shared,4.2908684123378e-4,Cardiomyocyte
1600010M07Rik,F1_Aged,0.0311865627041437,shared,0.0300348111669913,Cardiomyocyte
1700025G04Rik,F1_Aged,6.97195460313998e-83,shared,1.3607134638665098e-43,Cardiomyocyte
2210408F21Rik,F1_Aged,1.49228848673197e-63,shared,1.4195233197473898e-76,Cardiomyocyte
2310014F06Rik,F1_Aged,1.13769028827193e-34,shared,3.5661187381154095e-11,Cardiomyocyte
4732440D04Rik,F1_Aged,1.4186973981762097e-107,shared,3.47514344948296e-58,Cardiomyocyte
4933431K23Rik,F1_Aged,6.7797603765996307e-05,shared,4.53413311266402e-6,Cardiomyocyte
5031425E22Rik,F1_Aged,1.7152555030965798e-55,shared,1.2877612610084598e-40,Cardiomyocyte
5330438D12Rik,F1_Aged,0.0621115839919248,shared,0.0565677659687101,Cardiomyocyte
9530026P05Rik,F1_Aged,3.01887880215626e-99,shared,3.14049574263897e-97,Cardiomyocyte
A330102I10Rik,F1_Aged,0.0302414200169042,shared,3.97140423273045e-24,Cardiomyocyte
A930029G22Rik,F1_Aged,2.29869234509537e-5,shared,7.2533971023594e-4,Cardiomyocyte
AW554918,F1_Aged,0.0340304184299595,shared,0.0840234539176396,Cardiomyocyte
Aak1,F1_Aged,2.26476367399448e-59,shared,7.24451093854161e-66,Cardiomyocyte
Abca1,F1_Aged,5.903602833747e-4,shared,0.0467884863201551,Cardiomyocyte
Abcb4,F1_Aged,1.00890379347757e-7,shared,0.00101354690253359,Cardiomyocyte
Abcc5,F1_Aged,1.5635990852261396e-182,shared,4.09308745066378e-72,Cardiomyocyte
Abcc8,F1_Aged,0.0370550327591439,shared,0.0161544623794446,Cardiomyocyte
Abcc9,F1_Aged,6.51624624402479e-14,shared,9.401778848654229e-23,Cardiomyocyte
Abhd18,F1_Aged,3.61059696789183e-157,shared,6.13153627851175e-104,Cardiomyocyte
Abhd2,F1_Aged,5.00715606019805e-5,shared,6.83596775964099e-11,Cardiomyocyte
Abra,F1_Aged,3.96464994345204e-74,shared,1.02492626069374e-87,Cardiomyocyte
Acacb,F1_Aged,1.720766991608e-71,shared,6.418963808561311e-73,Cardiomyocyte
Acadsb,F1_Aged,0.00693101447759155,shared,0.0157736523126366,Cardiomyocyte
Ackr3,F1_Aged,5.05666794223361e-25,shared,3.00097392059654e-16,Cardiomyocyte
Acsl1,F1_Aged,8.701249759238228e-140,shared,2.51231831697569e-169,Cardiomyocyte
Acss1,F1_Aged,9.218127727894329e-87,shared,5.226651597353649e-75,Cardiomyocyte
Actc1,F1_Aged,2.1101996811665703e-67,shared,3.21777153542645e-64,Cardiomyocyte
Actc1dt,F1_Aged,7.59794618135731e-187,shared,0.00812084186091613,Cardiomyocyte
Adam17,F1_Aged,8.80098864989443e-5,shared,0.048081096096332,Cardiomyocyte
Adam19,F1_Aged,3.5612085711254097e-103,shared,1.0627922128774e-127,Cardiomyocyte
Adam22,F1_Aged,2.4247443432645398e-49,shared,3.20456846068403e-30,Cardiomyocyte
Adamts1,F1_Aged,1.7747579474350899e-12,shared,3.16980362776915e-16,Cardiomyocyte
Adamts6,F1_Aged,0.0125092960979446,shared,4.40014909447936e-8,Cardiomyocyte
Adamts9,F1_Aged,2.2865779706674396e-203,shared,9.74602295284164e-19,Cardiomyocyte
Adamtsl5,F1_Aged,3.56467838001637e-61,shared,2.6350863197945697e-70,Cardiomyocyte
Adarb1,F1_Aged,1.48995722304383e-5,shared,5.03966039313968e-6,Cardiomyocyte
Adcy5,F1_Aged,4.8076638388313e-8,shared,8.5778351694629e-4,Cardiomyocyte
Adcy8,F1_Aged,9.11037576041968e-59,shared,9.33771902493332e-14,Cardiomyocyte
Adgrl2,F1_Aged,5.46166781915939e-5,shared,1.21213601573021e-5,Cardiomyocyte
Adprhl1,F1_Aged,4.835169077065369e-95,shared,3.974955201582859e-141,Cardiomyocyte
Adra1a,F1_Aged,1.7549819046764e-27,shared,2.28247077403221e-37,Cardiomyocyte
Aebp2,F1_Aged,0.0218924548954829,shared,0.0269323448777533,Cardiomyocyte
Aff1,F1_Aged,1.86512297142387e-38,shared,8.7712421493448e-80,Cardiomyocyte
Agfg1,F1_Aged,0.00183021163241115,shared,0.0450516803081668,Cardiomyocyte
Agl,F1_Aged,5.70734894692091e-33,shared,6.82727659220824e-90,Cardiomyocyte
Agps,F1_Aged,0.0473738021026038,shared,0.0518125255091747,Cardiomyocyte
Agtpbp1,F1_Aged,3.892867223090639e-107,shared,3.8711221383557695e-136,Cardiomyocyte
Agtr1a,F1_Aged,4.98604991229343e-7,shared,8.34113752053408e-5,Cardiomyocyte
Aig1,F1_Aged,2.31765907000229e-67,shared,5.464925592605479e-118,Cardiomyocyte
Aldh9a1,F1_Aged,0.0342430180155806,shared,2.5947939265567e-4,Cardiomyocyte
