gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Atp8a1,0.815972222222222,0.0944190496621119,0.628968253968254,0.760886310653865
Bcam,0.30062893081761,0.030216984009746,0.339285714285714,0.25988908111348
Frk,0.262626262626263,0.0265584869384793,0.259057971014493,0.258286276799872
Gm38407,0.235119047619048,0.0204837990506649,0.374583333333333,0.52515851101085
Macf1,0.324193548387097,0.0825889104600871,0.556201550387597,1
Mpp7,0.85042735042735,3.31925920460905e-7,0.78921568627451,0.705716963860876
Pan3,0.346491228070175,0.0684451055624457,0.441666666666667,0.533429234493625
Pcsk6,0.156862745098039,3.2498001512552e-4,0.376190476190476,0.420591704730397
Prickle1,0.75462962962963,0.0681877245654396,0.473577235772358,1
Rad51b,0.819196428571429,0.0325852156463419,0.67156862745098,0.318927386455438
Sema5a,0.326777983920841,0.0105360010115299,0.43713794796269,0.46865382251462
Slc4a4,0.38803666921314,0.0716671454145908,0.417179636082075,0.508783436218655
Slco2a1,0.306349206349206,0.0497202712095037,0.490909090909091,1
Smap1,0.256756756756757,0.0232454146235482,0.444444444444444,0.605529175208454
St3gal6,0.34009009009009,0.0880828922742119,0.383333333333333,0.227381974362272
Stxbp6,0.278936078936079,0.0480263505998437,0.346376811594203,0.101861702817758
Usp53,0.635696517412935,0.0880828922742119,0.606275410635876,0.416534864033862
Vps13a,0.65418118466899,0.0692122545986527,0.561000881834215,0.735604098855189
