gene,padj_Aged,padj_Young
5031425E22Rik,1.09361789700887e-6,0.28685137779743197
Abca8a,3.89748367545184e-6,1
Agfg1,0.00138628976456253,0.994475786452295
Ano6,2.6620628072626e-4,1
Apbb2,1.59961600038315e-7,1
Atp10d,4.13021453795102e-5,1
B4galt1,0.0205882632150708,0.828142896282225
Btbd7,3.6501823606589e-4,0.255454187832616
Camk2d,4.70342023066427e-10,1
Cavin2,0.00129557326553203,1
Cd9,7.33525430722982e-7,1
Cdh13,0.0306961886237034,0.245546916127262
Col23a1,0.0141612883047056,1
Colec12,7.8883877693272e-6,1
Cplane1,2.30442239577095e-5,1
Creb3l2,6.9138396598395e-4,0.207006329697559
Csnk1a1,0.0524065086964582,1
Cyth3,0.00426329842485981,1
Dapk1,0.00150617048778916,1
Dennd5b,8.07457014586458e-6,1
Dysf,0.00108660593343945,1
Ecpas,0.0852047289276233,1
Eif4g3,4.58338696652039e-5,0.627067782779923
Errfi1,1.349914128449e-4,0.120815469603095
Farp1,1.6530948452379e-4,1
Flrt2,5.9661411958715e-4,1
Flt4,1.93593742473436e-8,1
Fndc3b,2.98454151821e-4,1
Galnt1,6.35516090908874e-6,1
Gas7,0.00718198362868525,1
Gmds,0.0178157688425634,1
Hectd1,0.00211614117370941,1
Igf1r,0.0339181153448779,1
Igfbp5,0.0220859994881855,1
Itpr2,8.13251561253336e-5,0.672787899579015
Itsn2,6.2346025549918e-6,0.166159041830519
Klf7,4.1262596076417395e-11,1
Kmt2e,3.1100223051149e-4,0.273075064566706
Lamc1,0.0500007986908277,0.435425309183484
Lhfpl6,0.00209634546686432,1
Lrba,4.9613594481804e-4,1
Lrch1,1.1641466593532e-4,1
Marchf3,8.9412888425366e-4,0.464503381462951
Mdfic,1.76281598250573e-6,1
Morrbid,1.2802029054461e-4,1
Mpp7,1.93593742473436e-8,1
Msrb3,4.27243216093455e-8,1
Mtmr3,7.94792014215088e-6,1
Mtus1,4.88444939415557e-5,1
Mycbp2,1.71996094796052e-9,1
Myo1d,0.00212366033942439,0.726681279114477
Ndfip1,5.9661411958715e-4,1
Nedd4,2.68498475538495e-7,1
Nek7,4.9171081405334e-4,1
Nhsl1,0.0236088560643411,1
Nr2f2,4.88196065192494e-10,1
Nr3c1,2.00214169554215e-6,1
Nrp1,3.84850168904849e-9,0.494677902355909
Nsd1,2.6620628072626e-4,1
Osmr,3.90499620951447e-6,1
Pcdh9,0.0406457666455062,0.942535305580577
Pdzd2,5.4306184195089e-4,1
Pgm5,0.0114730303905964,0.211403882181185
Picalm,0.00153559103747129,1
Piezo2,0.0500007986908277,0.240816144945402
Prkd1,6.3000403625636e-4,1
Prox1,0.0100168738322057,1
Psme4,6.52325330492013e-7,1
Rap1gds1,4.1262596076417395e-11,1
Rasa1,4.1262596076417395e-11,1
Rere,0.0359995298050653,1
Rfx3,2.5922697861541e-4,1
Rin3,0.00166891578201186,1
Rock1,0.0264823915394317,1
Rtn4,0.0150649100873732,0.684166990073594
Slc8a1,1.349914128449e-4,1
Sncaip,8.07457014586458e-6,1
Snd1,0.0584803471054228,1
Son,0.00150617048778916,1
Tacc1,2.70145553826664e-8,0.273075064566706
Tnks2,2.68498475538495e-7,1
Top1,2.4507669016983e-4,1
Tspan18,3.0052738895713e-4,0.42585905398021
Usp25,2.68498475538495e-7,1
Wipf1,9.0804288479487e-4,1
Zfc3h1,1.84680599940598e-6,0.63025159355262
Zfp407,0.0497822059042098,1
