ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0003013,circulatory system process,86/1377,248/6529,0.3467741935483871,1.644218380303137,5.347042932162302,3.176891349407549e-7,7.325152705024519e-4,6.76989107724797e-4,Abcc8/Abcc9/Actc1/Adra1a/Agtr1a/Angpt1/Arhgap35/Atp1b1/Atp2a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Cdc42/Comt/Corin/Dmpk/Dnm1l/Dock4/Dock5/Dsg2/Dsp/Egfr/Ephx2/Ext1/Fxyd1/Fyn/Gas6/Gja1/Gjc1/Gnao1/Hbegf/Heg1/Hopx/Itga1/Itgb1/Kcnd2/Kcnip2/Kcnj5/Kcnn2/Kcnq1/Mgll/Mkks/Mme/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Nampt/Nav2/Ncald/Nisch/Nr3c2/P2rx4/Per2/Plekha7/Pln/Ppard/Prep/Prkg1/Ptprm/Rgs2/Rnls/Rock2/Rps6ka2/Ryr2/Sh3gl2/Slc22a5/Slc27a1/Slc8a1/Smad3/Snta1/Sri/Stk39/Strit1/Tgfbr3/Tmem65/Tnnc1/Tnnt2/Tpm1/Ttn/Vegfa,86
GO:0008015,blood circulation,82/1377,234/6529,0.3504273504273504,1.6615397029340384,5.3276427020223345,3.647984414852848e-7,7.325152705024519e-4,6.76989107724797e-4,Abcc8/Abcc9/Actc1/Adra1a/Agtr1a/Angpt1/Arhgap35/Atp1b1/Atp2a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Cdc42/Comt/Corin/Dmpk/Dnm1l/Dock4/Dock5/Dsg2/Dsp/Egfr/Ephx2/Ext1/Fxyd1/Gas6/Gja1/Gjc1/Gnao1/Hbegf/Hopx/Itga1/Itgb1/Kcnd2/Kcnip2/Kcnj5/Kcnn2/Kcnq1/Mgll/Mkks/Mme/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Nampt/Nav2/Ncald/Nisch/Nr3c2/P2rx4/Per2/Plekha7/Pln/Ppard/Prep/Prkg1/Ptprm/Rgs2/Rnls/Rock2/Rps6ka2/Ryr2/Sh3gl2/Slc8a1/Smad3/Snta1/Sri/Stk39/Strit1/Tgfbr3/Tmem65/Tnnc1/Tnnt2/Tpm1/Ttn/Vegfa,82
GO:0030029,actin filament-based process,124/1377,399/6529,0.3107769423558897,1.4735386032255657,5.046388886384867,8.929326329497981e-7,0.0011953391513087966,0.0011047299872915747,Abcc9/Abra/Actc1/Actg1/Actn1/Ankrd23/Arhgap12/Arhgap18/Arhgap35/Arhgap44/Arhgef10l/Asb2/Atp2a2/Auts2/Avil/Baiap2l1/Bcl2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Cap2/Carmil1/Ccn2/Cd2ap/Cd47/Cdc42/Cdc42bpa/Coro6/Cyfip2/Dsg2/Dsp/Efna5/Enah/Epb41l3/Epdr1/Fhod3/Flnc/Fmn1/Fmnl2/Frmd5/Fxyd1/Gja1/Hip1/Hmcn1/Iqgap2/Itgb1/Itgb5/Kank1/Kank2/Kcnj5/Kcnn2/Kcnq1/Limch1/Lmod2/Lmod3/Mical3/Mkks/Mrtfb/Mtor/Mtss1/Mybpc3/Myh6/Myh7b/Myl2/Myo18b/Myo19/Myo1e/Myo5a/Myo5b/Myo5c/Myo6/Myoz2/Neb/Nebl/Nedd9/Nisch/Pacsin2/Palld/Pam/Pard3/Pdlim3/Pdlim5/Pgm5/Phactr2/Pln/Ppfia1/Prkce/Prkcq/Prkd1/Pxn/Qki/Rhobtb1/Rnh1/Rock2/Ryr2/Scin/Sema5a/Sh3gl2/Shroom3/Smad3/Snta1/Sorbs1/Sptan1/Sptbn1/Sri/Stard13/Strit1/Svil/Synpo/Synpo2/Tesk2/Thsd7a/Tln2/Tmod1/Tnnc1/Tnnt2/Tpm1/Ttc17/Ttn/Ush1c/Whamm/Xirp1,124
GO:0034330,cell junction organization,117/1377,375/6529,0.312,1.4793376906318083,4.942510298677345,1.4881683065317474e-6,0.0014941209797578745,0.0013808635391660373,Abcc8/Actg1/Actn1/Adam10/Adgrl2/Afg3l2/Ank3/Appl1/Arhgap44/Asap1/Bcl2/Cap2/Cd2ap/Cd47/Cdc42/Cdh19/Cdh20/Cdh4/Cdh8/Clstn1/Cntn5/Col4a1/Colq/Cpeb3/Ctnna1/Cux2/Cyfip2/Dmpk/Dnm1l/Dock4/Dock7/Dok7/Dsg2/Dsp/Dst/Efna5/Egln1/Epb41l3/Epha4/Ephb1/Erc1/Ext1/Fgfr1/Filip1/Fkrp/Flcn/Fmn1/Fyn/Gja1/Gjc1/Heg1/Homer1/Hopx/Igf1r/Itga5/Itgb1/Itsn1/Kalrn/Kif5b/Limch1/Lims1/Lims2/Lrtm1/Malat1/Mapk14/Mapre2/Mfn1/Mtss1/Myo5a/Myo5b/Myo6/Nbea/Nedd9/Ntn1/Ntng1/Palld/Pard3/Patj/Pdlim5/Pdzrn3/Picalm/Pkp4/Plekha7/Plxna4/Ppfia1/Ppfibp1/Prickle1/Ptpn13/Ptpra/Ptprk/Ptprs/Pxn/Rapgef1/Rapgef4/Rcc2/Rock2/Sdk1/Sh3gl2/Shisa6/Slk/Smad3/Snta1/Sorbs1/Sorbs2/Sparc/Syn2/Synpo/Tanc1/Tanc2/Tesk2/Tiam1/Tln2/Tmem108/Vegfa/Vldlr/Whamm/Zmynd8,117
GO:0006941,striated muscle contraction,40/1377,94/6529,0.425531914893617,2.017645513682226,5.137540864819601,1.8699992604437057e-6,0.0015019834059883845,0.001388129977331475,Abcc9/Actc1/Adra1a/Atp1b1/Atp2a2/Atp8a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Dmpk/Dsg2/Dsp/Fxyd1/Homer1/Kcnj5/Kcnn2/Kcnq1/Lmod3/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pln/Prkd1/Rgs2/Ryr2/Slc8a1/Snta1/Sri/Strit1/Tnnc1/Tnnt2/Tpm1/Ttn,40
GO:0044057,regulation of system process,88/1377,266/6529,0.3308270676691729,1.5686056098852796,4.894742712162273,2.30232435133441e-6,0.0015410224324931654,0.0014242097654044088,Abcc8/Abcc9/Adk/Adra1a/Agtr1a/Atp1b1/Atp2a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Cmya5/Corin/Cux2/Ddx39b/Dmpk/Dock4/Dock5/Dsg2/Dsp/Egfr/Errfi1/Fgfr1/Fto/Fxyd1/Gas6/Gja1/Gjc1/Gnao1/Grm1/Gtf2ird1/Hbegf/Homer1/Hopx/Itgb1/Jam2/Jarid2/Kcnd2/Kcnip2/Kcnj5/Kcnn2/Kcnq1/Mgll/Mlip/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Myocd/Nrdc/P2rx4/Pard3/Pbx3/Per2/Pirt/Pln/Prkd1/Prkg1/Qki/Rapgef4/Rgs2/Rnls/Rock2/Ryr2/Shisa6/Slc22a5/Slc25a4/Slc8a1/Smad3/Snta1/Sri/Stk39/Strit1/Tbc1d24/Tead1/Tmem100/Tmem108/Tmem65/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Zmynd8,88
GO:0014706,striated muscle tissue development,82/1377,250/6529,0.328,1.55520116194626,4.627476745731233,7.4311600435536505e-6,0.004263362676415922,0.003940191024597018,Abcc9/Actc1/Adra1a/Angpt1/Ankrd1/Apc/Asb2/Bcl2/Bcl9/Btg2/Camk2d/Cdc42/Ddx39b/Dsg2/Dsp/Egln1/Ephb1/Fgf1/Fgfr1/Fhl2/Fhod3/Fkrp/Frs2/Gja1/Gjc1/Hdac9/Heg1/Hivep3/Hmg20b/Homer1/Hspg2/Ifrd1/Itgb1/Jarid2/Jph2/Lmod3/Lncpint/Lrrc10/Mapk14/Mbnl1/Mef2d/Mrtfb/Mtor/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Myoz2/Ndufv2/Neb/Nebl/Nr1d2/Pdlim5/Pgm5/Pln/Popdc3/Prickle1/Prkg1/Rbfox1/Rbm24/Rgs2/Rpl3l/Ryr2/Slc25a4/Slc8a1/Smad3/Smyd1/Sorbs2/Sox6/Svil/Tcf7l2/Tgfbr3/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Vegfa/Xirp1/Zfpm2,82
GO:0060048,cardiac muscle contraction,35/1377,83/6529,0.42168674698795183,1.9994137771128087,4.737054086333512,1.0419024418409672e-5,0.004540320642636717,0.0041961550078467875,Abcc9/Actc1/Adra1a/Atp1b1/Atp2a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Dsg2/Dsp/Fxyd1/Kcnj5/Kcnn2/Kcnq1/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pln/Rgs2/Ryr2/Slc8a1/Snta1/Sri/Strit1/Tnnc1/Tnnt2/Tpm1/Ttn,35
GO:0006936,muscle contraction,53/1377,145/6529,0.36551724137931035,1.733087922269802,4.61490475533196,1.1108943699549743e-5,0.004540320642636717,0.0041961550078467875,Abcc9/Actc1/Adra1a/Apbb2/Atp1b1/Atp2a2/Atp8a2/Cacna1c/Cacna1d/Cacna2d1/Cacnb2/Camk2d/Ccn2/Dmpk/Dock4/Dock5/Dsg2/Dsp/Fkrp/Fxyd1/Homer1/Kcnd2/Kcnip2/Kcnj5/Kcnn2/Kcnq1/Lmod2/Lmod3/Mkks/Mtor/Mybpc3/Myh6/Myh7b/Myl2/Myl3/Myocd/P2rx4/Pln/Prkd1/Prkg1/Rgs2/Rock2/Ryr2/Slc8a1/Snta1/Sri/Strit1/Sulf2/Tmod1/Tnnc1/Tnnt2/Tpm1/Ttn,53
GO:0048738,cardiac muscle tissue development,56/1377,156/6529,0.358974358974359,1.7020650615421857,4.588141640643684,1.1757982884588048e-5,0.004540320642636717,0.0041961550078467875,Actc1/Adra1a/Angpt1/Ankrd1/Apc/Asb2/Camk2d/Cdc42/Ddx39b/Dsg2/Dsp/Egln1/Fgf1/Fgfr1/Fhl2/Fhod3/Frs2/Gja1/Gjc1/Heg1/Hspg2/Itgb1/Jarid2/Jph2/Lrrc10/Mapk14/Mrtfb/Mtor/Mybpc3/Myh6/Myl2/Myl3/Myo18b/Myocd/Ndufv2/Neb/Nebl/Pdlim5/Pln/Prickle1/Prkg1/Rgs2/Ryr2/Slc25a4/Slc8a1/Sorbs2/Sox6/Tgfbr3/Tnnc1/Tnnt2/Tpm1/Trip10/Ttn/Vegfa/Xirp1/Zfpm2,56
