gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Acss1,0.5339,1,0.6596,0.0378612773513107
Adcy9,0.5566,0.320216989781301,0.6371,0.0285975749970673
Agtpbp1,0.6003,0.424173594568493,0.6611,0.0512884516144935
Alpk1,0.3482,0.242511105868972,0.3156,0.0306334490272811
Atp2c1,0.5306,0.679515127376842,0.4001,0.0922826400009045
Atrnl1,0.4432,0.524218167989921,0.3732,0.0527208439680311
Axl,0.5056,1,0.2755,0.0102538059109957
Bdp1,0.5338,1,0.3737,0.0678204792724009
Cachd1,0.5288,0.679515127376842,0.3344,0.0727827451610824
Cd2ap,0.5754,0.180290807090693,0.6471,0.0485553596655835
Cd55,0.3066,0.584263827858704,0.3245,0.0524365413155752
Ckmt2,0.485,1,0.4066,0.0527208439680311
Cped1,0.4559,0.591394850472346,0.3883,8.61638920005485e-5
Ctsh,0.4806,1,0.3636,0.0572870970948228
Cwf19l2,0.4564,0.624190474428377,0.3273,0.0468808595620943
Dnm2,0.5462,1,0.3896,0.094920027474361
Dop1a,0.4119,0.213644766805489,0.6876,0.0562251785125464
Egln1,0.5437,1,0.6732,0.0601989653461325
Ehd4,0.4769,0.654260046854734,0.427,0.0990924924842635
Epha7,0.5818,0.606730669156532,0.7378,0.00920957690910506
Ext1,0.4823,0.708824748568658,0.4136,2.5076042648107e-4
Fam120a,0.4667,1,0.3622,0.0292055588184303
Fgf14,0.4175,0.424558910541305,0.2872,0.00995673928707497
Frmd4a,0.458,1,0.3511,0.0572870970948228
Fsd1l,0.4993,1,0.3602,0.0834264381572008
Gata6os,0.5534,0.895142992985035,0.6934,0.0277602220726652
Gm20631,0.422,1,0.3686,0.0306334490272811
Gm26862,0.3739,0.154630817000379,0.3044,0.0102439183246043
Gpbp1,0.5309,1,0.655,0.0946161065264284
Hmbox1,0.5041,1,0.6757,0.067326943910651
Hmcn1,0.441,0.173770968940372,0.4125,0.00896675311692623
Htra3,0.4703,0.81436105747839,0.2906,0.0593439615841078
Igf2r,0.5639,0.423646170015188,0.6226,0.0378203101371293
Intu,0.5937,0.833582015853069,0.713,0.00663636512888228
Jarid2,0.4355,0.377769689075469,0.6508,0.0102439183246043
Kcnj3,0.547,1,0.662,0.076021749000862393
Lncpint,0.4647,0.253437145234118,0.4215,0.0756937061412902
Lpl,0.4779,0.975761027331855,0.3867,0.0285975749970673
Malt1,0.3267,0.168679449671576,0.3246,0.0439388199116727
Mast2,0.5227,0.964880584976288,0.3996,1.1741817155641e-4
Mctp1,0.4449,0.692044553244185,0.3609,0.0611330490732661
Mhrt,0.5689,0.340634503461275,0.586,0.0419698972464551
Mob2,0.4324,1,0.3547,0.0946161065264284
Nipsnap2,0.6025,0.136185316372352,0.6621,0.0285975749970673
Nt5c2,0.4279,0.948914611696999,0.6764,0.0601989653461325
Nt5dc1,0.387,1,0.1876,9.92258892791628e-8
Nt5e,0.4981,1,0.2697,6.8894862799097e-4
P4ha1,0.4488,0.4155655818894,0.6549,0.0219303848714534
Pecam1,0.5475,0.166493181776526,0.5731,0.0138153982927217
Phf20,0.5783,0.622758305627435,0.7306,0.0065980339627521
Phldb2,0.4217,0.457534751462465,0.279,8.616879043719e-4
Pkia,0.4533,1,0.2854,0.00573908786556081
Pla2g4a,0.619,0.248447872991723,0.7573,0.00556186882653491
Ppm1a,0.4577,1,0.2833,0.0316054127907173
Prrc2c,0.4788,1,0.3982,0.0636696232488724
Rasgef1b,0.4948,1,0.6437,0.0219303848714534
Rdx,0.5024,1,0.5985,0.0922120750617338
Rilpl1,0.5563,0.498521293021261,0.6504,0.0512884516144935
Rngtt,0.5958,1,0.3899,0.0612779410451224
Rtn4,0.5,1,0.3623,0.0510355632406628
Ryr2,0.4736,0.575468939371315,0.467,0.0910679670681347
Septin11,0.5355,1,0.682,0.0316949870876161
Slit2,0.3151,0.106031942196087,0.3301,0.0796816001436305
Smap1,0.4628,0.767184644355982,0.3247,0.0102439183246043
Smg6,0.443,0.252889150624059,0.3842,0.0102439183246043
Sobp,0.5296,1,0.6407,0.0601989653461325
Thsd7a,0.388,0.126058885202965,0.3107,0.00217419664250372
Tle1,0.5352,0.78940440406232,0.6657,0.0946161065264284
Tnni3k,0.4796,0.712521522738611,0.3918,0.0327571392156261
Tshz2,0.5503,0.270400174689474,0.6175,0.0611330490732661
Tspan9,0.4698,0.900483396582843,0.3682,0.0946161065264284
Ubash3b,0.583,0.4155655818894,0.7692,2.5076042648107e-4
Usp13,0.5135,1,0.6497,0.0572870970948228
Usp25,0.3883,0.181648382107121,0.3706,0.0601989653461325
Vim,0.4316,1,0.4173,0.0733645825229122
Xdh,0.4897,1,0.6968,0.0917718587778541
Ywhaq,0.4307,0.783185807844005,0.3736,0.0910679670681347
Zbtb38,0.4508,0.833582015853069,0.3896,0.0968678317208065
Zfp512,0.507,1,0.7321,0.0120982647591121
Zfpm2,0.4584,0.377769689075469,0.4421,0.0219303848714534
Zkscan3,0.4813,0.720985971868139,0.6888,0.0551422147140925
Znrf1,0.5591,0.700222227994267,0.6061,0.076021749000862393
