gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
2610307P16Rik,0.3627,0.00738098743786697,0.4284,0.297439522930679
Abca8a,0.6919,1.6229060935256e-4,0.5708,0.507319146400623
Acer3,0.6067,0.0654261771286626,0.5245,0.87275359467505
Ackr3,0.6205,0.0462718966421192,0.5772,0.463029352612568
Adamts12,0.2709,0.0711768077814318,0.2691,0.147489867104313
Adamtsl3,0.6468,0.0732457246937519,0.4534,0.969046218025141
Adamtsl5,0.3265,0.0363658210532722,0.5481,1
Adra1a,0.3755,0.0648920260596157,0.4344,1
Adss2,0.6358,0.051485068423141,0.48,1
Aebp2,0.3491,0.0360113712902582,0.4999,1
Afap1l1,0.6269,0.0462460469420138,0.6527,0.113212721958692
Afg1l,0.4,0.0732457246937519,0.4338,1
Alcam,0.2844,0.0619147955614437,0.38,0.307952319137931
Apba1,0.6118,0.0732457246937519,0.5862,1
Babam2,0.5817,0.0462718966421192,0.5647,0.528721561555847
Cacna1c,0.5921,2.03724288296265e-5,0.5501,0.166599299464584
Cald1,0.3461,2.935240423576e-4,0.44,0.450462865779769
Camk1d,0.6436,0.0221411530815372,0.5418,0.888598635050725
Carmil1,0.4158,0.051485068423141,0.4455,0.623752762172436
Cavin2,0.3966,0.0202540472030076,0.5591,0.614074569174331
Ccbe1,0.3871,0.0319174571315204,0.3683,0.113212721958692
Ccdc85a,0.6376,0.0588918948143647,0.5962,0.445325229145486
Celf2,0.555,0.037044136076588,0.5749,0.142165333337495
Cmya5,0.6344,0.0522847894605496,0.61240000000000006,0.172405118905773
Col4a1,0.5719,0.0732457246937519,0.5333,0.900624295037952
Coro6,0.6395,0.0572941856182174,0.6106,0.269769000845686
Cpq,0.5724,0.0843994986097669,0.545,0.474618010336758
Cyth1,0.6255,0.0664974482087854,0.5583,0.813648273301969
Dip2c,0.5513,0.059373745231834,0.5751,0.107460759743258
Dnaaf9,0.6674,2.5764782643201e-4,0.5242,1
Entrep1,0.3433,0.0177008193592962,0.4754,0.962934763699043
Eps8,0.5924,0.059373745231834,0.5301,0.872857483194379
Fblim1,0.6469,0.0462718966421192,0.7145,0.367489257089263
Fcho2,0.5469,0.0860825658702512,0.5381,0.658395918278352
Fmo2,0.7128,0.0036623043414689,0.7042,0.130133044352933
Fsd2,0.3386,0.0183950199113231,0.339,0.240356570779471
Fyn,0.593,0.0651963212916608,0.6154,0.280622389881958
Gfod1,0.7595,0.00492865540334204,0.6378,0.301867437138399
Ghr,0.5871,0.00387748307757462,0.529,1
Glud1,0.6354,0.0970975686470945,0.5893,0.409497232827328
Gm57283,0.8959,0.00372751878408029,0.696,0.184904255713222
Hand2os1,0.6028,0.0815016926151931,0.5115,1
Homer1,0.6,0.0518993466493207,0.4017,0.590942500427858
Igfbp7,0.3546,2.935240423576e-4,0.4956,0.888598635050725
Kank1,0.3489,0.0182066828099396,0.3901,0.146551507187612
Kcnip2,0.3075,0.0860825658702512,0.3304,0.258500602947909
Klf12,0.4301,0.0372490590219809,0.5018,1
Klf6,0.3853,0.0711768077814318,0.5135,1
Klf7,0.593,0.0257375182924816,0.5312,1
Lrrc2,0.5748,0.0675834585004295,0.558,1
Lrrk1,0.7025,0.00324579985477893,0.6384,0.167319920480129
Mapk10,0.3024,0.0915861639183992,0.4709,0.960418130487352
Mbtd1,0.6212,0.051485068423141,0.4447,1
Mir99ahg,0.4374,0.0160846602868391,0.531,0.72231279030889
Mkln1,0.3762,0.00550270621831629,0.5067,1
Mtss1,0.3412,0.00559323570653432,0.4177,0.48062949705267
Myl3,0.6745,0.00460217825564053,0.499,1
Nbea,0.4191,0.0635017358173192,0.4378,0.325842159631823
Nhlrc2,0.3793,0.0408080247900943,0.408,0.438271621130844
Nid1,0.6263,0.0184799833468289,0.5733,1
Ntn1,0.5834,0.045952733668965,0.6269,0.198449334936632
Nudt4,0.3788,0.0462718966421192,0.3979,1
Nufip2,0.6551,0.00562764349318042,0.579,0.338581273116073
Ogdh,0.4132,0.0160846602868391,0.4519,0.479140629658897
Oip5os1,0.3612,0.0160846602868391,0.5646,1
Osbpl9,0.5966,0.0572595952888657,0.5539,0.686095704263943
Pak2,0.3994,0.0376629196222199,0.4297,0.718208458150491
Pals2,0.7097,0.0265990315011081,0.5237,1
Parp8,0.5888,0.00579863426467542,0.5239,1
Pde1a,0.6446,0.0238648211922314,0.5274,1
Pde3a,0.4415,0.0910000157159021,0.4736,0.675811719572637
Pde4b,0.3704,0.00387748307757462,0.4908,0.932301587863846
Pdk4,0.387,0.0463970643806848,0.3526,0.392105491462984
Pds5b,0.363,0.0843994986097669,0.4751,1
Pdzrn4,0.6857,0.0376758828257871,0.5941,0.712432991884562
Pnisr,0.5862,0.0666611177622577,0.5891,0.4862517838485
Ppargc1a,0.6125,0.0815016926151931,0.4904,1
Ppfibp1,0.2708,0.00966064940828201,0.3616,0.295932484456777
Ppp1r12a,0.4208,0.0161275165546907,0.5114,1
Ppp4r3a,0.3808,0.0376629196222199,0.3996,0.467803946928703
Prex2,0.4108,0.0145609635370744,0.4654,0.860539688732341
Ptbp3,0.4062,0.0575970218967912,0.4016,0.144554957337319
Pygb,0.6631,0.0408080247900943,0.6377,0.190777693900749
Rab28,0.3546,0.0306368967329739,0.5706,0.610302401201427
Rab30,0.3171,0.0711768077814318,0.417,0.860539688732341
Ralgapa2,0.6246,1.62657883918763e-6,0.5462,0.438271621130844
Rbm25,0.4267,0.0815016926151931,0.4863,0.91012468646488
Resf1,0.3452,0.0161275165546907,0.3825,0.457037742138946
Rhoq,0.6689,0.0482847419018175,0.6094,0.96703761430008
Rnf111,0.3973,0.0836800845586334,0.5716,0.204505376696707
Rnf169,0.6934,0.0202540472030076,0.4954,1
Rora,0.5682,8.9417084166736e-4,0.5121,0.922455016670135
Rprd1a,0.622,0.0575970218967912,0.6414,0.808073454264076
Scaper,0.3748,0.00650642410466153,0.5044,1
Serpinb6a,0.348,0.0306368967329739,0.4705,0.886431094410749
Setx,0.3412,0.0732457246937519,0.4013,0.52430142213249
Shb,0.5996,0.0951328346322635,0.4623,0.982892307327207
Slc20a2,0.6666,0.0549177282734112,0.6385,0.646055530483817
Slc25a4,0.3155,0.0248291372406615,0.4413,0.548876189818366
Slc2a13,0.1422,0.00234682380454744,0.2948,0.113212721958692
Slc35f5,0.3256,0.0372490590219809,0.5202,0.969046218025141
Spon1,0.6195,0.0462718966421192,0.5974,0.691483497858247
Sptan1,0.641,0.0161275165546907,0.5896,0.204505376696707
Srgap2,0.4129,0.00774740650371765,0.5072,1
St3gal4,0.6236,0.0843994986097669,0.4705,1
Svil,0.3526,0.0372490590219809,0.4506,1
Tacc2,0.5967,0.0145609635370744,0.5922,0.392105491462984
Tbc1d4,0.6192,0.0103029004625286,0.5182,1
Timp3,0.4206,0.0927231037927681,0.3942,0.295932484456777
Tm4sf1,0.5922,0.0360113712902582,0.5896,0.248768692699161
Tmcc3,0.5865,0.0296210034509478,0.5733,0.345338547367133
Tmtc1,0.4242,0.0462718966421192,0.4815,0.836084589086393
Tnnc1,0.7283,0.0363658210532722,0.6891,0.149844064694823
Tnnt2,0.6585,0.0226844013173184,0.5993,0.117247059577155
Tpm1,0.6477,0.00970332542506345,0.526,1
Trim54,0.3228,0.0759672631011662,0.3928,0.905511074081508
Tulp4,0.3682,0.0257375182924816,0.4159,0.121784539454722
Urgcp,0.6552,0.00618966793726289,0.6171,0.852330746185615
Utrn,0.5914,0.00139477609099728,0.4835,0.725271942688721
Vldlr,0.7514,0.0295087155563061,0.6768,0.130979955572241
Wdfy2,0.5986,0.0456256895049027,0.6131,0.82200079430419
Zhx1,0.3268,0.0248291372406615,0.284,0.315833869451035
Zhx2,0.3477,0.0178693118543008,0.4962,1
