gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Adcy9,0.5343,0.892874739910448,0.747,0.00419658199928483
Ano6,0.4786,1,0.6566,0.0299527503541422
Ap4e1,0.6807,0.101388415416084,0.9226,2.1254341147691401e-10
Atp10d,0.5057,1,0.7299,0.0580163958433669
B4galt1,0.5486,0.807562527110039,0.6525,0.0893010482287014
Baiap2l1,0.5941,0.533127414993537,0.7628,0.0314417783146741
Cacnb2,0.5666,0.107764449284846,0.5796,0.0955799329460288
Cdon,0.3745,0.130697054729714,0.3181,0.0109398805051287
Cradd,0.3248,0.477493744890123,0.307,0.0517907841799669
Elp4,0.5691,0.646623758845089,0.287,0.00424924121115979
Epc1,0.571,0.626772936624234,0.6589,0.0314417783146741
Fhod3,0.5784,0.221923492882675,0.6475,0.00424924121115979
Fnip2,0.4148,0.653854069808304,0.3558,0.0955799329460288
Gm35330,0.685,0.177381801477854,0.7878,0.00171570840826057
Homer1,0.4398,0.883334010639915,0.3771,0.0550193009670997
Ipo7,0.4958,1,0.2557,0.0216560648070895
Lrch1,0.571,0.646623758845089,0.7062,0.00622326279067099
Mtmr3,0.4762,0.981313140037832,0.6032,0.0909572187580822
Myh6,0.579,0.220160945217897,0.5855,0.0955799329460288
Myl2,0.6311,0.487007333476876,0.6845,0.0301394251763612
Myof,0.4542,0.859422770609874,0.3128,0.0223733277076769
Neat1,0.5464,0.411680567751351,0.5844,0.0346902345642892
Nfe2l2,0.6207,1,0.6809,0.0933184808921023
Nr3c2,0.4834,1,0.3627,0.021352335057191
Nrip1,0.4282,0.105975934494989,0.3492,0.0916461169010954
Nt5dc1,0.332,0.1144477119716,0.2534,0.00174472445162172
Pakap,0.5487,0.484489189333895,0.5962,0.0799384045509349
Pcnx1,0.4779,1,0.3761,0.0603292183966298
Phip,0.5345,1,0.3972,0.0581207935583064
Pkia,0.4839,0.92870103399674,0.2615,0.0415260408789395
Plce1,0.4665,1,0.4214,0.0257362267443373
Ppip5k2,0.6476,0.4149948553885,0.6488,0.0955799329460288
Rora,0.5645,0.261157193810066,0.591,0.0415260408789395
Slc38a2,0.4871,1,0.3479,0.0955799329460288
Slc39a8,0.6334,0.115640365859479,0.6482,0.0390103886231261
Smyd3,0.477,1,0.4023,0.0944007845501442
Stxbp6,0.4738,0.852476096094942,0.3358,0.0031854883464052
Tcf12,0.508,1,0.3442,0.0237616230286684
Tnnt2,0.5905,0.458423799856595,0.6644,0.0530224590821578
Trabd2b,0.6715,0.637478192226445,0.6721,0.0775124267285781
Trim24,0.2363,0.105975934494989,0.3055,0.029147502332044
Vgll4,0.551,1,0.717,0.0244518176669264
Xdh,0.6596,0.129848554208067,0.7553,0.0257362267443373
Xirp2,0.494,1,0.3298,0.0391776161562043
Zfp609,0.5633,1,0.2998,0.0257362267443373
Zfpm2,0.4851,0.669457396684562,0.4045,0.0657904328691865
