ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment,my_sign
GO:0009967,positive regulation of signal transduction,11,-0.7533823684639094,-1.4456837847078725,0.06240713224368499,0.807603551453045,0.807603551453045,3,"tags=27%, list=8%, signal=36%",Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0023056,positive regulation of signaling,11,-0.7533823684639094,-1.4456837847078725,0.06240713224368499,0.807603551453045,0.807603551453045,3,"tags=27%, list=8%, signal=36%",Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0010647,positive regulation of cell communication,12,-0.7332736234129978,-1.433443196548757,0.06666666666666667,0.807603551453045,0.807603551453045,3,"tags=25%, list=8%, signal=34%",Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0048584,positive regulation of response to stimulus,12,-0.7332736234129978,-1.433443196548757,0.06666666666666667,0.807603551453045,0.807603551453045,3,"tags=25%, list=8%, signal=34%",Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0035556,intracellular signal transduction,12,-0.7307708069985501,-1.4285505547750055,0.06814814814814815,0.807603551453045,0.807603551453045,5,"tags=42%, list=14%, signal=53%",Cdon/Dapk1/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0009966,regulation of signal transduction,19,-0.6746000479033417,-1.4121364344783633,0.054901960784313725,0.807603551453045,0.807603551453045,10,"tags=37%, list=27%, signal=55%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0007165,signal transduction,20,-0.6527426932257607,-1.370230617993679,0.07535121328224777,0.807603551453045,0.807603551453045,10,"tags=35%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0048583,regulation of response to stimulus,20,-0.6527426932257607,-1.370230617993679,0.07535121328224777,0.807603551453045,0.807603551453045,10,"tags=35%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0051716,cellular response to stimulus,22,-0.6220416524610622,-1.3124460615172084,0.1044776119402985,0.807603551453045,0.807603551453045,10,"tags=32%, list=27%, signal=57%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0010646,regulation of cell communication,20,-0.6175334974719916,-1.2963198434152168,0.11877394636015326,0.807603551453045,0.807603551453045,10,"tags=35%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0023051,regulation of signaling,20,-0.6175334974719916,-1.2963198434152168,0.11877394636015326,0.807603551453045,0.807603551453045,10,"tags=35%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0010033,response to organic substance,10,-0.6753015384634121,-1.2870013812176953,0.21068702290076335,0.807603551453045,0.807603551453045,10,"tags=40%, list=27%, signal=40%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0048518,positive regulation of biological process,17,-0.6200220570477512,-1.2699655626877893,0.17462482946793997,0.807603551453045,0.807603551453045,3,"tags=29%, list=8%, signal=50%",Cdon/Dapk1/Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0048522,positive regulation of cellular process,17,-0.6200220570477512,-1.2699655626877893,0.17462482946793997,0.807603551453045,0.807603551453045,3,"tags=29%, list=8%, signal=50%",Cdon/Dapk1/Rbm47/Gucy1a2/Grb10,CAST-biased
GO:0070887,cellular response to chemical stimulus,10,-0.6610578216768865,-1.259855458790739,0.24274809160305344,0.807603551453045,0.807603551453045,2,"tags=40%, list=5%, signal=52%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0016043,cellular component organization,16,0.45825370986450503,1.2574485314495527,0.16842105263157894,0.807603551453045,0.807603551453045,5,"tags=25%, list=14%, signal=38%",Kiz/Zdbf2/Xdh/Neat1,BL6-biased
GO:0071840,cellular component organization or biogenesis,16,0.45825370986450503,1.2574485314495527,0.16842105263157894,0.807603551453045,0.807603551453045,5,"tags=25%, list=14%, signal=38%",Kiz/Zdbf2/Xdh/Neat1,BL6-biased
GO:0007154,cell communication,21,-0.596749634653864,-1.2507976782277594,0.16835443037974684,0.807603551453045,0.807603551453045,10,"tags=33%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0023052,signaling,21,-0.596749634653864,-1.2507976782277594,0.16835443037974684,0.807603551453045,0.807603551453045,10,"tags=33%, list=27%, signal=56%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0009893,positive regulation of metabolic process,11,-0.6374754410678938,-1.2232671573936649,0.2689450222882615,0.807603551453045,0.807603551453045,9,"tags=36%, list=24%, signal=39%",Cdon/Dapk1/Rbm47/Grb10,CAST-biased
GO:0031325,positive regulation of cellular metabolic process,11,-0.6374754410678938,-1.2232671573936649,0.2689450222882615,0.807603551453045,0.807603551453045,9,"tags=36%, list=24%, signal=39%",Cdon/Dapk1/Rbm47/Grb10,CAST-biased
GO:0050896,response to stimulus,24,-0.569280194165931,-1.2116062719646166,0.20944309927360774,0.807603551453045,0.807603551453045,10,"tags=29%, list=27%, signal=61%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0009890,negative regulation of biosynthetic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0009892,negative regulation of metabolic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0010558,negative regulation of macromolecule biosynthetic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0010605,negative regulation of macromolecule metabolic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0031324,negative regulation of cellular metabolic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0031327,negative regulation of cellular biosynthetic process,11,-0.6189583155755712,-1.1877341940748745,0.32540861812778604,0.807603551453045,0.807603551453045,2,"tags=36%, list=5%, signal=49%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0051239,regulation of multicellular organismal process,13,-0.5925613879234275,-1.1723442833726119,0.29464285714285715,0.807603551453045,0.807603551453045,2,"tags=15%, list=5%, signal=22%",Rbm47/Grb10,CAST-biased
GO:0042221,response to chemical,13,-0.589359074565258,-1.1660087140366246,0.3005952380952381,0.807603551453045,0.807603551453045,2,"tags=31%, list=5%, signal=45%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0007166,cell surface receptor signaling pathway,18,-0.559357511465469,-1.1629330876233097,0.3077956989247312,0.807603551453045,0.807603551453045,10,"tags=33%, list=27%, signal=47%",Slit3/Cdon/Dapk1/Rbm47/Sipa1l1/Grb10,CAST-biased
GO:0006810,transport,13,-0.5794238683910443,-1.146352552835698,0.31994047619047616,0.807603551453045,0.807603551453045,4,"tags=15%, list=11%, signal=21%",Slc1a5/Grb10,CAST-biased
GO:0048519,negative regulation of biological process,15,-0.564324830410696,-1.136875989455914,0.32142857142857145,0.807603551453045,0.807603551453045,2,"tags=27%, list=5%, signal=42%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0048523,negative regulation of cellular process,15,-0.564324830410696,-1.136875989455914,0.32142857142857145,0.807603551453045,0.807603551453045,2,"tags=27%, list=5%, signal=42%",Slit3/Dapk1/Rbm47/Grb10,CAST-biased
GO:0051179,localization,14,-0.5646670522873699,-1.1319626093260802,0.3357452966714906,0.807603551453045,0.807603551453045,4,"tags=14%, list=11%, signal=20%",Slc1a5/Grb10,CAST-biased
GO:0051234,establishment of localization,14,-0.5646670522873699,-1.1319626093260802,0.3357452966714906,0.807603551453045,0.807603551453045,4,"tags=14%, list=11%, signal=20%",Slc1a5/Grb10,CAST-biased
GO:0080090,regulation of primary metabolic process,15,-0.5576769450650482,-1.1234833105893425,0.3357142857142857,0.807603551453045,0.807603551453045,2,"tags=27%, list=5%, signal=42%",Cdon/Dapk1/Rbm47/Grb10,CAST-biased
GO:0032501,multicellular organismal process,19,-0.5388935071974922,-1.1280627064622495,0.34509803921568627,0.8082559339525284,0.8082559339525284,6,"tags=21%, list=16%, signal=36%",Rbm47/Sipa1l1/Slc1a5/Grb10,CAST-biased
GO:1902531,regulation of intracellular signal transduction,10,-0.5645485250401192,-1.0759263678627202,0.45190839694656487,0.8943107062820792,0.8943107062820792,5,"tags=20%, list=14%, signal=24%",Sipa1l1/Gucy1a2,CAST-biased
GO:0050789,regulation of biological process,27,-0.49824018812580756,-1.0480962996084486,0.4809976247030879,0.8943107062820792,0.8943107062820792,3,"tags=15%, list=8%, signal=50%",Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0050794,regulation of cellular process,27,-0.49824018812580756,-1.0480962996084486,0.4809976247030879,0.8943107062820792,0.8943107062820792,3,"tags=15%, list=8%, signal=50%",Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0065007,biological regulation,27,-0.49824018812580756,-1.0480962996084486,0.4809976247030879,0.8943107062820792,0.8943107062820792,3,"tags=15%, list=8%, signal=50%",Rbm47/Sipa1l1/Gucy1a2/Grb10,CAST-biased
GO:0006950,response to stress,10,0.4415944127797239,1.0473399516333646,0.41786743515850144,0.8943107062820792,0.8943107062820792,10,"tags=60%, list=27%, signal=60%",Xdh/Neat1/Igfbp6/Pawr/Anxa3/Rora,BL6-biased
