celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Rasa1,-24.674251032054467,-0.70781924850669,2.1171370283113896e-25,4.2046341382264097e-22,0.347712418300654,51
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Foxj3,-16.968398900865004,-0.509013647487858,1.07547693084213e-17,1.06794859232624e-14,0.388888888888889,45
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Gm37677,-15.985005308530997,-0.169925001442313,1.0351295138575299e-16,6.85255738173684e-14,0.514492753623188,23
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Airn,-15.712820450932712,-0.539638510211666,1.93722269859238e-16,9.618310698511161e-14,0.380976121486733,103
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Nova2,14.819456766067319,0.131244533278252,1.5154556595110502e-15,6.01938987957791e-13,0.5,31
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Snx13,-14.61014290545005,-0.155278225477911,2.45390132178503e-15,8.12241337510844e-13,0.466954022988506,58
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Klf13,-13.402572125543054,-0.0874628412503393,3.95756334065314e-14,1.12281725636245e-11,0.498106060606061,44
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Fhl2,12.28680107736404,0.475840778341044,5.16652960892799e-13,1.28259097541637e-10,0.554613668127885,87
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ryr2,-11.922603390870739,-0.229976117254498,1.1950789837999e-12,2.41066664495859e-10,0.474994575309592,98
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Banp,11.915842085322543,0.657112286476992,1.21383013341319e-12,2.41066664495859e-10,0.65036231884058,46
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ppp2r2a,-11.551241351892417,-0.394278939112046,2.8103385976890996e-12,5.07393859546413e-10,0.474891774891775,55
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ankrd10,10.599741986505583,0.637429920615292,2.5133791816562197e-11,4.15964254564105e-9,0.586111111111111,30
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Cuedc1,10.484244314733978,1.19793937761191,3.2791077321932e-11,5.009467658565921e-9,0.670542635658915,43
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Zmym5,9.716667851863628,0.493040011280117,1.92013669854624e-10,2.72385105950916e-8,0.642424242424242,44
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Fam222b,9.40753839223898,0.928446738974966,3.91256537973405e-10,5.18023656276788e-8,0.677777777777778,54
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Mtch2,9.353910941452433,0.722466024471091,4.42679141002291e-10,5.49475483769094e-8,0.645238095238095,35
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ppp6r2,-9.020437113898806,-0.222392421336448,9.5403187722778e-10,1.11453371069081e-7,0.424319727891156,42
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Upf2,-8.891638859841743,-0.251538766995964,1.2833973557546202e-9,1.41601508251593e-7,0.446078431372549,34
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Smad7,-8.831448303822679,-0.37851162325373,1.4741840097986e-9,1.50720078123621e-7,0.40719696969697,44
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Etf1,-8.818778137936118,-1,1.51782556015731e-9,1.50720078123621e-7,0.25,30
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Cep350,-8.745290930796255,-0.53051471669878,1.79766626778596e-9,1.70007867039186e-7,0.387152777777778,48
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Cst3,8.550522484704345,1.55254102302878,2.8149942708168402e-9,2.54117210083738e-7,0.788571428571429,35
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Pik3ca,-8.434027184961245,-0.243925582886089,3.6810593107789e-9,3.17851469182909e-7,0.493478260869565,46
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ythdc1,-8.359777044837855,-0.169925001442312,4.36739985316286e-9,3.61402337849227e-7,0.449074074074074,48
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Trak1,7.936937754727756,0.485426827170242,1.15627795389584e-8,9.18547206574858e-7,0.548550724637681,46
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Pds5b,-7.4427807821526395,-0.923378718397088,3.60760697434792e-8,2.57780039539107e-6,0.318484848484849,55
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Mrps9,7.440861123155369,0.963474123974886,3.6235885346683e-8,2.57780039539107e-6,0.654471544715447,41
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Fndc3a,0,0,3.6343610811153e-8,2.57780039539107e-6,0.503985507246377,46
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Socs5,-7.3628927135240625,-0.628031222613042,4.33617984514003e-8,2.96953557670624e-6,0.394017094017094,39
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Map3k3,-7.187430599681507,-0.222392421336448,6.49485411142852e-8,4.24216629065397e-6,0.452933673469388,56
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,E130308A19Rik,-7.179029861699021,-0.520832163301441,6.62170971854346e-8,4.24216629065397e-6,0.4125,40
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ets1,-7.101431050294578,-0.824913293441909,7.91715139372363e-8,4.90288897097995e-6,0.333950617283951,54
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Tbc1d23,0,0,8.22820268047087e-8,4.90288897097995e-6,0.532356532356532,39
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,5330438D12Rik,7.07604826863265,0.369233809665719,8.3936669190996e-8,4.90288897097995e-6,0.578095238095238,35
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Cdh5,7.034858727299605,0.0565835283663674,9.2287158145768e-8,5.23663703078558e-6,0.477777777777778,33
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Efna5,-7.002209538531209,-0.941447817644887,9.94925269688973e-8,5.47896030405121e-6,0.340732516825822,82
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Kcmf1,6.991079366179645,0.427421223734676,1.02075292673663e-7,5.47896030405121e-6,0.576515151515152,44
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Ly6c1,-6.832270021210228,-0.760812336120574,1.4713973813422e-7,7.68998736669896e-6,0.330128205128205,52
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Shoc2,-6.608112623453703,-0.833990048561071,2.46539991428486e-7,1.25545749481275e-5,0.334959349593496,41
Coronary_EC,F1_Aged,Coronary_EC__F1_Aged,Naa16,0,0,3.48802879753042e-7,1.73180629797385e-5,0.496279761904762,56
