gene,padj_Aged,padj_Young
Ago3,1,0.0873791997523254
Aig1,0.245736350162854,4.84666894860984e-6
Akap6,0.188822441097606,2.90570703445923e-5
Akt3,1,6.98181435557956e-35
Ano1,1,0.00139361932496879
Arl15,1,3.55614196134519e-50
Ate1,1,2.3161860933040596e-25
Atp2c1,0.82638816250818,0.00162104581187188
Atrnl1,1,0.0719742647384694
Atxn2,0.337661254628568,5.8186206633901e-4
Bcas3,0.683014000803718,7.07076015395207e-7
Chd9,1,0.0961292749953175
Cnot4,0.102184730007428,1.1880564467986601e-9
Ctnnd1,1,0.068723506192493
Dcbld2,1,0.0846170018302008
Dennd2b,1,2.02221942080428e-19
Ednra,1,0.0174491091104495
Ext1,1,0.00385119521926494
Fam117b,0.322642719954981,0.0324879345544095
Fer,1,0.0421011703376135
Fnip2,0.146385625099558,0.0391123168920034
Frmd4b,1,1.78868669098863e-5
Gjc1,1,6.47130000652077e-7
Gm14964,1,6.84919244048688e-24
Gna14,1,0.00337302129257423
Gnaq,1,2.83695464022733e-6
Hnrnph1,1,0.0302686553664387
Igfbp7,1,0.00883371833770324
Kcnab1,1,0.0307412716398625
Ldlrad4,0.988371255882512,0.029079184547572
Lima1,0.231316095842262,2.87146411346764e-5
Lin7a,1,3.21272302518078e-5
Lrrc8c,0.723904829333027,5.1928126289169e-4
Lsamp,0.122415504794092,0.0719742647384694
Luc7l2,1,4.77438299371813e-5
Maml3,0.749123391404506,6.66438253162196e-16
Map2k1,1,0.052628058073237
Myom1,1,0.00912548661046477
Nid1,1,0.00226305453090972
Nktr,1,0.0302686553664387
Nlk,1,4.67592078859115e-31
Nr2f2,0.255954291374044,6.02248823129298e-5
P4ha1,0.948125609312269,0.00139361932496879
Pbx1,1,0.0208442230408496
Pde7b,1,1.17760656845922e-24
Pde8b,1,4.84666894860984e-6
Peli2,1,3.8361618160503e-4
Plce1,1,0.00215915579432584
Septin7,1,0.00754660809717775
Serpini1,1,2.61947665008176e-6
Sik2,0.835489968442447,0.0588655408591429
Sik3,1,2.5487003870838497e-18
Sntb1,0.723904829333027,5.526771628110671e-9
Spon1,0.104167435792346,0.0719742647384694
Ssh2,1,2.005032277345e-4
Stxbp6,1,6.62825191099252e-5
Trpc3,1,0.0164195968735361
Ttc28,0.636877634205979,0.00178770296796042
Ube2h,0.119927279484632,0.0671999993868992
Wdfy3,1,0.0309777459693612
Zbtb16,1,4.89739030245325e-29
Zeb2,1,3.22462502080662e-6
Zswim5,0.292867069229291,0.0325296999607941
