"term","estimate","se","z","p","gene"
"sexM",-0.207876079183392,0.628258041012706,-0.330876909825637,0.742829289348578,"1700025G04Rik"
"sexM",-0.165514438477788,0.352231395831238,-0.469902570970958,0.640693923217527,"2210408F21Rik"
"sexM",-0.0180185055093688,0.534525164238613,-0.0337093680800504,0.973306032367032,"4632427E13Rik"
"sexM",-0.246439113917939,0.394610319339577,-0.624512593412107,0.535590784675787,"4732440D04Rik"
"sexM",0.297251521796458,0.477861631869269,0.622045173691155,0.537943592803592,"5031425E22Rik"
"sexM",-0.980829253004261,0.76195394766598,-1.28725529411422,0.209347213534499,"9330159M07Rik"
"sexM",-0.771848866173858,0.556203420732713,-1.38770967132325,0.176170957917491,"9530026P05Rik"
"sexM",-0.11778303565227,0.408102829811946,-0.288611171127004,0.77448973486553,"Aak1"
"sexM",0.257636894492276,0.497124664088737,0.518254098224119,0.607136053641701,"Abca1"
"sexM",-0.141078598259899,0.558159000652118,-0.252757006686395,0.802302401760303,"Abca9"
"sexM",-0.944461608560556,0.778429734829462,-1.21329076511635,0.234182791085703,"Abcc5"
"sexM",0.111225635110224,0.553103493618881,0.20109371282848,0.842132549499505,"Abcd3"
"sexM",-0.318123097928982,0.617679894855412,-0.515029063724745,0.609965585394731,"Abhd18"
"sexM",-0.70865136709591,0.615998566998148,-1.15041073966985,0.25906251662351,"Abi1"
"sexM",0.283768172860004,0.829640808647738,0.342037385217981,0.73507215999444,"Abl2"
"sexM",0.238642397809751,0.22580859067003,1.05683489322368,0.295292086447539,"Ablim1"
"sexM",0.29783444391629,0.637193005361377,0.467416373705132,0.643273942727748,"Abra"
"sexM",0.292604149657179,0.50552851750504,0.578808394630798,0.566133725000408,"Abtb2"
"sexM",-0.288066612212039,0.34369339866697,-0.838149971251465,0.406376455004637,"Acacb"
"sexM",-0.287682071889316,0.615396080809457,-0.467474657152374,0.644209552476222,"Acadl"
"sexM",-0.459532329265073,0.609676668830558,-0.753731203371318,0.458051244517239,"Acadm"
"sexM",0.263728831229585,0.559634507368945,0.471251911304531,0.640986831547262,"Acat1"
"sexM",-0.0571584138399484,0.535547189307541,-0.106728996027136,0.915596537388643,"Aco2"
"sexM",-0.135801541159061,0.484186269843276,-0.280473754869213,0.780635412692761,"Acsl1"
"sexM",0.463572738070377,0.471986172164175,0.982174405544087,0.331917592388021,"Acss1"
"sexM",0.653644737582692,0.525268057729315,1.24440222085527,0.220418515092727,"Actc1"
"sexM",-0.492476482115703,0.776928604469114,-0.633876110729916,0.531130034607715,"Actc1dt"
"sexM",-0.185713975353691,0.234106640840558,-0.793287942139899,0.431147263306376,"Actn2"
"sexM",-0.0894343648567923,0.272560508779633,-0.328126643354267,0.744108727499627,"Acyp2"
"sexM",-0.0619777002760929,0.450708655944069,-0.137511670696167,0.891515652185223,"Adam19"
"sexM",-0.284343171025745,0.498307472964957,-0.570617914545586,0.573157735437531,"Adamtsl5"
"sexM",0.81093021621602,0.796147086293689,1.01856834016834,0.320571957359704,"Adarb1"
"sexM",-0.144169791408396,0.554924900253856,-0.259800544798843,0.796631704755672,"Adcy6"
"sexM",-1.01160091167227,0.769887981598619,-1.31395857040364,0.201281630527303,"Adcy9"
"sexM",-0.0409848838523548,0.204582532325392,-0.200334228863526,0.841985946067167,"Adk"
"sexM",0.180537435000454,0.506479913765745,0.356455271163933,0.723768709397737,"Adprhl1"
"sexM",-0.675128675959909,0.416880368350702,-1.61947821777003,0.114073052259045,"Adra1a"
"sexM",-0.71512608727872,0.409719872846552,-1.74540249246477,0.0896896759984355,"Aff1"
"sexM",0.405465108108168,0.618433409031841,0.655632606820069,0.516746901124908,"Afg1l"
"sexM",0.241162056816888,0.545526160308995,0.442072396088741,0.661236108088652,"Afg3l2"
"sexM",-0.35482137528941,0.674486049445218,-0.52606184454261,0.6046303053531,"Aftph"
"sexM",-1.44186421227468,0.689480171282793,-2.09123376179487,0.0440519100969626,"Agap1"
"sexM",-0.540533780051573,0.451770372882844,-1.19647903558241,0.239552005201359,"Agl"
"sexM",0.523248143764548,0.523452905304214,0.99960882528764,0.324561302585807,"Ago3"
"sexM",-0.571786323555677,0.619964470600337,-0.922288857943735,0.363987888300673,"Agtpbp1"
"sexM",-0.293015416295896,0.459560863358301,-0.637598715771067,0.527279841509348,"Aig1"
"sexM",-0.876118298736987,0.803017138491641,-1.09103312587158,0.280488132857995,"Airn"
"sexM",-0.333911415787049,0.466660380852726,-0.715534100359869,0.479164468409644,"Akap13"
"sexM",0.511793678052626,0.24795631214005,2.06404778985242,0.0441182394312879,"Akap6"
"sexM",-0.118559734724199,0.377292129548972,-0.314238557973444,0.754730514537545,"Alpk2"
"sexM",0.0408219945202557,0.468271607404556,0.0871758908179719,0.931001798305414,"Alpk3"
"sexM",-1.39953958786347,0.720409264042901,-1.94270070877396,0.0608954363246458,"Ambra1"
"sexM",1.15267950992924,0.597927112072648,1.92779268017067,0.0668887472483945,"Anapc1"
"sexM",0.0685351020782176,0.455238969250163,0.150547529336304,0.881919434739284,"Angpt1"
"sexM",0.931500150537684,0.411059590200076,2.26609516660174,0.0280917527057129,"Ank"
"sexM",-0.387781179953834,0.218872384811421,-1.77172273371967,0.0823000536353297,"Ank2"
"sexM",0.524763131609773,0.396103233926946,1.32481405518279,0.192072392301952,"Ank3"
"sexM",0.51082562376599,0.432776401969471,1.18034537336448,0.24519895048969,"Ankhd1"
"sexM",2.18088814485813,1.19585683610597,1.82370337235325,0.0839681145512177,"Ankrd1"
"sexM",-0.0494800572633697,0.463112126360986,-0.106842499789783,0.915461653594998,"Ankrd11"
"sexM",-0.20405708542651,0.31676164779874,-0.644197575194334,0.522513930272397,"Ankrd17"
"sexM",-0.816207273315263,1.0777622013007,-0.757316662553408,0.456231678000072,"Ankrd23"
"sexM",0.40546510810816,0.799834134870323,0.506936488993306,0.617025305447476,"Ankrd33b"
"sexM",0.510825623583758,0.62552488188548,0.816635178514416,0.421556739690494,"Ankrd44"
"sexM",-2.03498977876781,1.12544972682611,-1.80815697961624,0.0799891201375467,"Anks1"
"sexM",0.0425596144188041,0.518065584141511,0.082151016631089,0.93503833671376,"Antxr2"
"sexM",0.0645385210708472,0.739503625321354,0.0872727581866846,0.93132260024333,"Aoah"
"sexM",0.0377403278654575,0.306390533466444,0.123177199499184,0.902470641206124,"Aopep"
"sexM",0.122102696801105,0.778081509007722,0.156927899439252,0.876800636425717,"Aox1"
"sexM",1.25818454940887e-15,0.71104496896665,1.76948660678574e-15,0.999999999999999,"Ap1g1"
"sexM",0.117783035656384,0.674020091639647,0.174747069289671,0.862452399538514,"Ap2a2"
"sexM",-1.20397280432417,0.755208722625766,-1.59422523635335,0.121031872695643,"Ap3b1"
"sexM",0.0287494132590474,0.478195818147114,0.0601205869395596,0.952458316877534,"Apc"
"sexM",-0.325422400434715,0.700215303302268,-0.464746198633475,0.64668005199714,"Apoe"
"sexM",0.208638865068559,0.537113335608119,0.388444768053168,0.699696747238436,"App"
"sexM",-1.08491344430983,0.534738839139447,-2.02886599008926,0.050603259459628,"Arb2a"
"sexM",-0.690592900754849,0.476310468222877,-1.44987974614848,0.156254677037352,"Arfgef1"
"sexM",-0.505548566665146,0.595027412500895,-0.84962231326508,0.401478270263399,"Arfgef2"
"sexM",-0.0372463792344172,0.404682600722696,-0.0920384992285345,0.927105058454618,"Arhgap10"
"sexM",1.26291533995938,0.618670597551302,2.04133725597758,0.0523593092436494,"Arhgap12"
"sexM",-0.699756589947618,0.419762989147942,-1.66702784199251,0.102612522484342,"Arhgap21"
"sexM",1.00144853978801,0.571596574117421,1.75201984255121,0.0950903110707728,"Arhgap24"
"sexM",-0.591070303948785,0.225238812191738,-2.62419384207028,0.0112699026088389,"Arhgap26"
"sexM",0.220542769614151,0.600889579719777,0.367027116224916,0.716687294088457,"Arhgap5"
"sexM",0.474268028032193,0.384845998905993,1.23235795455949,0.225010199243232,"Arhgef12"
"sexM",0.255933373956771,0.742544614657248,0.344670702480157,0.733224710210505,"Arhgef3"
"sexM",0.0339015506521162,0.372578441517504,0.0909917130847289,0.927921736097288,"Arid1b"
"sexM",-0.348306694268216,0.551084483102443,-0.632038652780336,0.531995615360028,"Arid2"
"sexM",-0.594707107746693,0.46451904515329,-1.28026420865143,0.20911822016773,"Arid4b"
"sexM",-0.613683008606066,0.368663297791603,-1.6646165004279,0.103804654038202,"Arih1"
"sexM",-0.147251457366986,0.52555887675145,-0.280180706445616,0.780858527013311,"Arl15"
"sexM",0.20875481386211,0.627784518228481,0.332526221658328,0.741533516561411,"Armh3"
