ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0090257,regulation of muscle system process,13/113,34/996,0.38235294117647056,3.3701197293076524,5.027969311428862,3.122614451243954e-5,0.02973330342604637,0.027652024876819312,Ank2/Arhgap42/Cacna1c/Cacnb2/Cald1/Errfi1/Gucy1a1/Irag1/Prkg1/Rock2/Slc8a1/Trpc3/Ttn,13
GO:0006936,muscle contraction,14/113,41/996,0.34146341463414637,3.0097129289876974,4.698883518386083,6.67263237990805e-5,0.02973330342604637,0.027652024876819312,Abcc9/Ank2/Arhgap42/Cacna1c/Cacna2d1/Cacnb2/Cald1/Gucy1a1/Irag1/Prkg1/Rock2/Slc8a1/Tbx3/Ttn,14
GO:0006939,smooth muscle contraction,9/113,19/996,0.47368421052631576,4.175128085700978,4.996445775076548,7.951006371585184e-5,0.02973330342604637,0.027652024876819312,Arhgap42/Cacna1c/Cald1/Gucy1a1/Irag1/Prkg1/Rock2/Slc8a1/Tbx3,9
GO:0003018,vascular process in circulatory system,13/113,37/996,0.35135135135135137,3.096866778282708,4.647643499040842,8.881973111537768e-5,0.02973330342604637,0.027652024876819312,Abcc9/Arhgap42/Cacna1c/Cd36/Ext1/Gucy1a1/Irag1/Itga1/Prkg1/Rock2/Slc8a1/Slit2/Zeb2,13
GO:0006937,regulation of muscle contraction,9/113,20/996,0.45,3.966371681415929,4.791660787698823,1.308878028607067e-4,0.02973330342604637,0.027652024876819312,Ank2/Arhgap42/Cacna1c/Cacnb2/Cald1/Gucy1a1/Irag1/Prkg1/Slc8a1,9
GO:0048754,branching morphogenesis of an epithelial tube,9/113,20/996,0.45,3.966371681415929,4.791660787698823,1.308878028607067e-4,0.02973330342604637,0.027652024876819312,Clic4/Col4a1/Ext1/Mgp/Nrp1/Sema5a/Slc12a2/Slit2/Tbx3,9
GO:0035239,tube morphogenesis,27/113,122/996,0.22131147540983606,1.95067459741767,4.007988795826523,1.812960942888307e-4,0.02973330342604637,0.027652024876819312,Adamts9/Cd36/Cdh2/Clic4/Col4a1/Col4a2/Dlc1/Ext1/Mgp/Notch3/Nrp1/Nrxn1/Pdgfrb/Phactr4/Pten/Rapgef2/Rhoj/Rock2/Sema5a/Serpine1/Slc12a2/Slit2/Sparc/Tbx3/Tcf4/Zeb2/Zfpm2,27
GO:0016525,negative regulation of angiogenesis,8/113,17/996,0.47058823529411764,4.147839666840187,4.680757360021163,2.1847639512389194e-4,0.02973330342604637,0.027652024876819312,Adamts9/Cd36/Col4a2/Rock2/Serpine1/Slc12a2/Sparc/Tcf4,8
GO:1901343,negative regulation of vasculature development,8/113,17/996,0.47058823529411764,4.147839666840187,4.680757360021163,2.1847639512389194e-4,0.02973330342604637,0.027652024876819312,Adamts9/Cd36/Col4a2/Rock2/Serpine1/Slc12a2/Sparc/Tcf4,8
GO:2000181,negative regulation of blood vessel morphogenesis,8/113,17/996,0.47058823529411764,4.147839666840187,4.680757360021163,2.1847639512389194e-4,0.02973330342604637,0.027652024876819312,Adamts9/Cd36/Col4a2/Rock2/Serpine1/Slc12a2/Sparc/Tcf4,8
GO:0035295,tube development,30/113,144/996,0.20833333333333334,1.836283185840708,3.879584575737866,2.3848325794039853e-4,0.02973330342604637,0.027652024876819312,Adamts9/Cd36/Cdh2/Clic4/Col4a1/Col4a2/Dlc1/Errfi1/Ext1/Mgp/Nfia/Notch3/Nrp1/Nrxn1/Pdgfrb/Phactr4/Pten/Rapgef2/Rhoj/Rock2/Sema5a/Serpine1/Slc12a2/Slc8a1/Slit2/Sparc/Tbx3/Tcf4/Zeb2/Zfpm2,30
GO:0061337,cardiac conduction,6/113,10/996,0.6,5.288495575221239,4.873454538762208,2.694874820314427e-4,0.02973330342604637,0.027652024876819312,Abcc9/Ank2/Cacna1c/Cacna2d1/Cacnb2/Slc8a1,6
