gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Abi1,0.6913,1.2450571075953e-4,0.661,0.160397239635956
Agmo,0.7846,1.2450571075953e-4,0.841,0.417335340778151
Arl15,0.418,0.0504809424032495,0.4368,0.711441425516589
Bnc2,0.3524,0.0233790969244185,0.4003,0.265340332087266
Cacna2d1,0.6672,0.0772956040761085,0.6293,0.551774619380939
Clec3b,0.2104,4.3207935633048e-4,0.3334,0.464909684287031
Cp,0.7103,0.092671769360232,0.6772,0.273000016264101
Cpne8,0.3274,0.0188411975673211,0.3849,0.353224217726747
Ext1,0.4222,0.0197040166355991,0.4755,1
Fhl2,0.6016,0.0582808929733534,0.5825,0.373733865849734
Hdac9,0.7736,1.66802902615865e-7,0.6541,0.490738034198537
Kcnd2,0.6934,0.092671769360232,0.7977,0.174706554385173
Kcnq1ot1,0.2785,0.00200270647595558,0.7902,0.174706554385173
Kif1b,0.3127,0.0180566784233333,0.4533,0.956687453857905
Lama2,0.3989,0.0164277954028108,0.3923,0.171685018325731
Lrch1,0.6961,0.0189175210955382,0.5455,0.785302197140202
Mir99ahg,0.4027,0.017090928133194,0.401,0.204107941216561
Myh6,0.575,0.0959894219594597,0.6101,0.171685018325731
Myl2,0.7837,0.092671769360232,0.6913,0.607723405414435
Pcdh7,0.6475,0.0111176886570615,0.5955,0.212405164647607
Ptbp2,0.2817,0.0180566784233333,0.5004,1
Rasgrf2,0.3643,0.0959894219594597,0.4774,0.956687453857905
Samd12,0.3766,0.092671769360232,0.405,0.279569576414953
Serinc3,0.3358,0.0197040166355991,0.3498,1
Smyd3,0.6257,0.0920644015065952,0.4702,1
St3gal6,0.3696,0.0741445209352127,0.3177,0.347825421105759
Tnnt2,0.7052,0.00773530954992318,0.662,0.418585356828969
Zbtb38,0.3501,0.0673241701031818,0.3685,0.711793390272169
Zfp521,0.3797,0.0749308377968479,0.5498,0.464909684287031
