"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Ank2",0.470892767940832,0.491941917983085,2.38729063044908,2.38414014118501,2.11513317224295,2.38729063044908,2.38414014118501,6.267,1000
"Pln",0.645739512328875,0.655998630840315,2.05024916067849,2.0586913114049,2.15729610687448,2.05024916067849,2.0586913114049,5.843,1000
"Camk2d",0.473426864399504,0.468695435276021,2.01952043106285,2.03482076535493,2.33848003799362,2.01952043106285,2.03482076535493,4.009,1000
"Ghr",0.512265088261412,0.512739765244708,2.38283889546993,2.38859025744665,2.38313179440001,2.38283889546993,2.38859025744665,3.493,1000
"Cdh13",0.502687629445718,0.511647972389806,2.2969592847274,2.30535706728438,2.38447708767794,2.2969592847274,2.30535706728438,3.477,1000
"Gm35330",0.81998116050616,0.818997972776278,1.68561339548924,1.71260302778138,2.38650127984134,1.68561339548924,1.71260302778138,3.453,1000
"Resf1",0.33873431417224,0.324265165728607,3.19670777263007,3.17864510277977,2.40907469205734,3.19670777263007,3.17864510277977,3.198,1000
"Ppip5k2",0.604051971394618,0.607668606640218,2.1569909288435,2.17141044837788,2.4388985613693,2.1569909288435,2.17141044837788,2.921,1000
"Actc1",0.387720277039782,0.376642883995104,2.41139119720118,2.41928530420655,2.47508290686808,2.41139119720118,2.41928530420655,2.663,1000
"Atp1a1",0.469595115995116,0.483708301130304,2.72940018284797,2.72791333817637,2.48289896898296,2.72940018284797,2.72791333817637,2.578,1000
"Pdlim3",0.245988123662543,0.271878646673964,2.60648206354205,2.60873441454269,2.48333929313339,2.60648206354205,2.60873441454269,2.571,1000
"Rapgef2",0.527948352962827,0.522450692403138,2.60065015442973,2.60300549282042,2.48108520836774,2.60065015442973,2.60300549282042,2.383,1000
"Pakap",0.484451461620817,0.477489177489241,2.4786289309025,2.48436788917853,2.47148669623831,2.4786289309025,2.48436788917853,2.31,1000
"Gphn",0.644181551781552,0.640262582056874,2.14852676966015,2.16411767665454,2.46686625155608,2.14852676966015,2.16411767665454,2.285,1000
"Art1",0.359757921245421,0.370205173951836,2.23266587676389,2.24539061243084,2.45719105762468,2.23266587676389,2.24539061243084,2.242,1000
"Ube2b",0.527949603174603,0.522448979590624,2.35865297368461,2.3672323904061,2.44717878589257,2.35865297368461,2.3672323904061,2.205,1000
"Ralgapa1",0.639555086580087,0.645575424116977,2.12159487129363,2.13712288107475,2.43999545879322,2.12159487129363,2.13712288107475,2.181,1000
"Vps13a",0.482571031746032,0.494169096211797,2.42197742786401,2.42690515834003,2.3942096014121,2.42197742786401,2.42690515834003,2.058,1000
"Myom2",0.500167063492064,0.492345679012273,2.6820352078857,2.67859204204947,2.37921976594979,2.6820352078857,2.67859204204947,2.025,1000
"Ubr5",0.372116666666667,0.365607665153819,2.22366440473107,2.23342962303764,2.35838257292847,2.22366440473107,2.23342962303764,1.983,1000
"Dtna",0.434027777777778,0.429153924566775,2.33224888856295,2.33835798104478,2.34720381761693,2.33224888856295,2.33835798104478,1.962,1000
"Slc24a2",0.722666666666667,0.742548817837321,2.21995980596684,2.22918159541443,2.33833867402004,2.21995980596684,2.22918159541443,1.946,1000
"Nfyc",0.506984415584415,0.513867085295646,2.35107402117831,2.3556532422887,2.31787533905307,2.35107402117831,2.3556532422887,1.911,1000
"Lnpep",0.495183333333333,0.490850376749595,2.38709790794233,2.38947763960014,2.28400905546802,2.38709790794233,2.38947763960014,1.858,1000
"Auts2",0.643197619047619,0.611410118405356,2.39273735526754,2.39494619458215,2.28400905546802,2.39273735526754,2.39494619458215,1.858,1000
"Atcayos",0.515294047619048,0.512142471667378,2.33009135504575,2.33408804105386,2.28063064112722,2.33009135504575,2.33408804105386,1.853,1000
"Agl",0.527428210678211,0.533008658007067,2.34810260380086,2.35144192562962,2.27722007371034,2.34810260380086,2.35144192562962,1.848,1000
"Aox1",0.841558333333333,0.835326085982527,1.61984614494368,1.64507313652346,2.27169598177831,1.61984614494368,1.64507313652346,1.84,1000
"Pard3",0.52712619047619,0.529123570822219,2.29555874545315,2.30024113202001,2.2696030432949,2.29555874545315,2.30024113202001,1.837,1000
"Usp28",0.554904761904762,0.557430593358737,2.40363108081194,2.4050385481255,2.2696030432949,2.40363108081194,2.4050385481255,1.837,1000
"Abhd18",0.459990476190476,0.4658523042754,2.3732939790177,2.37473364891242,2.24248500111731,2.3732939790177,2.37473364891242,1.801,1000
"Lclat1",0.461455555555556,0.489727928947949,2.40450301031344,2.40499695198708,2.24248500111731,2.40450301031344,2.40499695198708,1.801,1000
"Lims1",0.44305,0.44635908838243,2.28097800105317,2.28515790748638,2.24073591303545,2.28097800105317,2.28515790748638,1.799,1000
"Arih1",0.497111111111111,0.495817066369231,2.29663264252614,2.30016069102518,2.23531064920257,2.29663264252614,2.30016069102518,1.793,1000
"Sptan1",0.601928571428571,0.611204481792717,2.25283292761085,2.25743862412037,2.22768008628657,2.25283292761085,2.25743862412037,1.785,1000
"Casq2",0.469866666666667,0.457255343143785,2.36532901906876,2.36629591218166,2.22065433949696,2.36532901906876,2.36629591218166,1.778,1000
"Grk5",0.692125,0.687147688804347,2.15499607918176,2.16220087231802,2.21650226531586,2.15499607918176,2.16220087231802,1.774,1000
"Sema3a",0.68,0.663445139251465,2.251297198269,2.25504795357673,2.20012261433265,2.251297198269,2.25504795357673,1.759,1000
"Osbpl9",0.528333333333333,0.525832376536112,2.33167914840939,2.33234338767618,2.18023125747429,2.33167914840939,2.33234338767618,1.742,1000
"Thrb",0.5294,0.528735632163999,2.3011956397872,2.30270451184447,2.17781293155368,2.3011956397872,2.30270451184447,1.74,1000
"Tnni3",0.423864285714286,0.431870669745964,2.18110838143581,2.185935250033,2.16799987440697,2.18110838143581,2.185935250033,1.732,1000
"Ces1d",0.455616666666667,0.470213996529791,2.34666456758169,2.34635247999316,2.16426731254818,2.34666456758169,2.34635247999316,1.729,1000
"Mef2a",0.506607142857143,0.503225806451527,2.26891429707867,2.26995635774713,2.13363940656742,2.26891429707867,2.26995635774713,1.705,1000
"Nppb",0.509,0.517688679240927,2.35282336839408,2.3509396741861,2.12192970023485,2.35282336839408,2.3509396741861,1.696,1000
"Vti1a",0.572166666666667,0.569642857142857,2.21336889714931,2.21502798887251,2.10104766398706,2.21336889714931,2.21502798887251,1.68,1000
"Chpt1",0.409933333333333,0.410778443116704,2.16658800661627,2.16924004351826,2.08806622347855,2.16658800661627,2.16924004351826,1.67,1000
"Idh3b",0.275747619047619,0.278928136454153,1.86475661233021,1.87539889333684,2.05272328683652,1.86475661233021,1.87539889333684,1.642,1000
"Tafa2",0.559,0.55336212214681,2.21692134915721,2.21603677754746,2.02658069576937,2.21692134915721,2.21603677754746,1.621,1000
"Snhg11",0.601583333333333,0.594661700806889,2.16549435237076,2.1657479562226,2.0137349575553,2.16549435237076,2.1657479562226,1.611,1000
"Irf2",0.375283333333333,0.381398252184966,2.08512005151581,2.08742600555682,2.00201978118465,2.08512005151581,2.08742600555682,1.602,1000
"Ppip5k1",0.568166666666667,0.554028732042472,2.16976305687932,2.16946126027839,2.00071108070359,2.16976305687932,2.16946126027839,1.601,1000
"Dennd4c",0.44755,0.443675267463923,2.12384208648029,2.12441565112824,1.98493177174779,2.12384208648029,2.12441565112824,1.589,1000
"Abcd3",0.448697619047619,0.451265823218209,2.11204700647661,2.1125892720713,1.9730487388551,2.11204700647661,2.1125892720713,1.58,1000
"Afg3l2",0.4355,0.434644670050761,2.09569170433567,2.09655681594458,1.96776732317707,2.09569170433567,2.09655681594458,1.576,1000
"Rapgef4",0.372,0.358142493638776,2.05498731575257,2.0569133065324,1.96249147269442,2.05498731575257,2.0569133065324,1.572,1000
"Birc6",0.552083333333333,0.557042702358187,2.07387637047967,2.07510072309418,1.95854063126066,2.07387637047967,2.07510072309418,1.569,1000
"Tef",0.490369047619048,0.51470588235181,2.1259759709493,2.12540668375405,1.95197241027922,2.1259759709493,2.12540668375405,1.564,1000
"Mpped2",0.34,0.362113402063886,2.03303687167105,2.03477240171103,1.93633568223426,2.03303687167105,2.03477240171103,1.552,1000
"Fermt2",0.496,0.50359242325263,2.12568199877224,2.12373820153654,1.90968242488313,2.12568199877224,2.12373820153654,1.531,1000
"Gm9895",0.8,0.788373610286107,1.57757658177641,1.59224203960119,1.90968242488313,1.57757658177641,1.59224203960119,1.531,1000
"Ankhd1",0.535769047619047,0.527795945062121,2.06246723273425,2.06235810684681,1.90720853249174,2.06246723273425,2.06235810684681,1.529,1000
"Ube2k",0.4506,0.441099476439795,2.07088728762422,2.07048270803638,1.9059765779209,2.07088728762422,2.07048270803638,1.528,1000
"Cdh8",0.0448571428571428,0.0439921211684679,0.413438059339823,0.46305943069163,1.89986936448444,0.413438059339823,0.46305943069163,1.523,1000
"Fbxl20",0.522,0.51447368410395,2.1092586572926,2.10737310938252,1.89624947354448,2.1092586572926,2.10737310938252,1.52,1000
"Miga2",0.493116666666667,0.488142292491853,2.09139094399626,2.08996853979637,1.89385583982356,2.09139094399626,2.08996853979637,1.518,1000
"Gdnf",0.1275,0.129075183007375,0.826288794457737,0.862633800428341,1.8764613983647,0.826288794457737,0.862633800428341,1.503,1000
"Tnrc6a",0.627399999999999,0.634487350108977,1.83034856744823,1.83623083702991,1.87534003886654,1.83034856744823,1.83623083702991,1.502,1000
