ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016477,cell migration,81/294,487/3315,0.16632443531827515,1.875392867619327,6.523825507628832,1.3418119610934825e-9,3.684615645162703e-6,3.1582016263210813e-6,Abi1/Adamts12/Adamts9/Adarb1/Akt3/Ankrd11/Apoe/Aqp1/Axl/B4galt1/Ccl2/Cd9/Cdh13/Cdh19/Clasp2/Clic4/Dach1/Ddr2/Dlc1/Dock4/Egr1/Flt1/Fmnl2/Fndc3b/Fstl1/Fyn/Grb10/Hdac9/Hspa5/Igf1r/Igfbp5/Il1r1/Itga5/Kcnq1ot1/Lama2/Ldlrad4/Limch1/Mcc/Mctp1/Mdga2/Nav1/Nf1/Nox4/Nrp1/Pard3/Pde4b/Pdgfd/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprb/Ptprg/Ptprm/Rapgef4/Rhoj/Rin3/Rock2/Rras2/Rtn4/Sash1/Serpine1/Slc8a1/Slit2/Smad3/Spag9/Spred1/Ssh2/Stat3/Stk10/Sulf1/Tbx20/Vav3/Vcan/Vcl/Vim/Wnk1/Zeb2/Zswim6,81
GO:0030334,regulation of cell migration,61/294,337/3315,0.18100890207715134,2.040967722400533,6.288751323861573,9.959753877801073e-9,1.3674742074220874e-5,1.1721057721454317e-5,Adamts9/Adarb1/Akt3/Apoe/Aqp1/Ccl2/Cd9/Cdh13/Clasp2/Clic4/Dach1/Ddr2/Dlc1/Dock4/Egr1/Flt1/Hdac9/Hspa5/Igf1r/Igfbp5/Il1r1/Itga5/Lama2/Ldlrad4/Limch1/Mcc/Mctp1/Nf1/Nox4/Nrp1/Pdgfd/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprg/Ptprm/Rapgef4/Rhoj/Rin3/Rock2/Rras2/Rtn4/Sash1/Serpine1/Slc8a1/Slit2/Smad3/Spag9/Spred1/Ssh2/Stat3/Stk10/Sulf1/Vcl/Vim/Wnk1/Zeb2/Zswim6,61
GO:2000145,regulation of cell motility,61/294,341/3315,0.17888563049853373,2.0170267520497935,6.184628805029442,1.6023791402464388e-8,1.4667110397055737e-5,1.2571648272249254e-5,Adamts9/Adarb1/Akt3/Apoe/Aqp1/Ccl2/Cd9/Cdh13/Clasp2/Clic4/Dach1/Ddr2/Dlc1/Dock4/Egr1/Flt1/Hdac9/Hspa5/Igf1r/Igfbp5/Il1r1/Itga5/Lama2/Ldlrad4/Limch1/Mcc/Mctp1/Nf1/Nox4/Nrp1/Pdgfd/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprg/Ptprm/Rapgef4/Rhoj/Rin3/Rock2/Rras2/Rtn4/Sash1/Serpine1/Slc8a1/Slit2/Smad3/Spag9/Spred1/Ssh2/Stat3/Stk10/Sulf1/Vcl/Vim/Wnk1/Zeb2/Zswim6,61
GO:0040012,regulation of locomotion,62/294,353/3315,0.17563739376770537,1.980401225646066,6.078175361019544,2.4827978833926726e-8,1.6315615600512652e-5,1.3984634677328283e-5,Adamts9/Adarb1/Akt3/Apoe/Aqp1/Ccl2/Cd9/Cdh13/Clasp2/Clic4/Dach1/Ddr2/Dlc1/Dock4/Egr1/Flt1/Hdac9/Hspa5/Igf1r/Igfbp5/Il1r1/Itga5/Lama2/Ldlrad4/Limch1/Mcc/Mctp1/Mycbp2/Nf1/Nox4/Nrp1/Pdgfd/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprg/Ptprm/Rapgef4/Rhoj/Rin3/Rock2/Rras2/Rtn4/Sash1/Serpine1/Slc8a1/Slit2/Smad3/Spag9/Spred1/Ssh2/Stat3/Stk10/Sulf1/Vcl/Vim/Wnk1/Zeb2/Zswim6,62
GO:0040011,locomotion,66/294,388/3315,0.17010309278350516,1.9179991584262572,6.002350324802382,2.9707967225988076e-8,1.6315615600512652e-5,1.3984634677328283e-5,Adamts9/Adarb1/Akt3/Apoe/Aqp1/Ccl2/Cd9/Cdh13/Clasp2/Clic4/Dach1/Ddr2/Dlc1/Dock4/Egr1/Flt1/Hdac9/Hspa5/Igf1r/Igfbp5/Il1r1/Itga5/Lama2/Ldlrad4/Limch1/Mcc/Mctp1/Mycbp2/Nf1/Nox4/Nrp1/Pde4b/Pdgfd/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprg/Ptprm/Rapgef4/Rhoj/Rin3/Rock2/Rras2/Rtn4/Sash1/Serpine1/Slc8a1/Slit2/Slit3/Smad3/Spag9/Spred1/Ssh2/Stat3/Stk10/Sulf1/Ttn/Vav3/Vcl/Vim/Wnk1/Zeb2/Zswim6,66
GO:0007155,cell adhesion,64/294,381/3315,0.1679790026246719,1.8940489581659437,5.785864906394071,8.474445666686043e-8,3.8784713001199795e-5,3.324361493107016e-5,Adamts12/Adamts9/Axl/B4galt1/Cblb/Ccl2/Cd36/Cd55/Cd9/Cdh13/Cdh19/Cebpb/Clasp2/Cntnap5b/Col8a1/Cyth3/Dlc1/Dst/Emcn/Fblim1/Fbn1/Fgl2/Fmn1/Fndc3b/Hmcn1/Hmcn2/Igfbp7/Itga5/Lama2/Limch1/Lpp/Lsamp/Magi1/Mdga2/Nf1/Nrp1/Nrxn1/Pard3/Pcdh7/Pcdh9/Pcdha11/Pdgfra/Pecam1/Plcb1/Postn/Prkca/Prkg1/Ptprm/Rtn4/Runx1/Sdk1/Serpine1/Serpine2/Slit2/Smad3/Smad7/Spon1/Stk10/Sulf1/Ubash3b/Vav3/Vcan/Vcl/Wnk1,64
GO:0001525,angiogenesis,40/294,192/3315,0.20833333333333334,2.3490646258503403,6.007197789968055,1.0923965723638975e-7,4.001306949471642e-5,3.4296478472107155e-5,Adamts9/Akt3/Aqp1/B4galt1/Ccl2/Cd36/Cdh13/Clic4/Col4a1/Col4a2/Col8a1/Emcn/Flt1/Fyn/Hdac9/Itga5/Nf1/Nrp1/Nrxn1/Pdgfra/Pecam1/Prkca/Ptprb/Ptprm/Rhoj/Rock2/Rora/Rtn4/Runx1/Sash1/Serpine1/Slit2/Spred1/Stat3/Sulf1/Tbx20/Tcf4/Thsd7a/Vav3/Wnk1,40
GO:0048514,blood vessel morphogenesis,45/294,230/3315,0.1956521739130435,2.206078083407276,5.914068004395201,1.1657121484258245e-7,4.001306949471642e-5,3.4296478472107155e-5,Adamts9/Adgrf5/Akt3/Apoe/Aqp1/B4galt1/Ccl2/Cd36/Cdh13/Clic4/Col4a1/Col4a2/Col8a1/Emcn/Flt1/Fyn/Hdac9/Itga5/Nf1/Nrp1/Nrxn1/Pdgfra/Pecam1/Prkca/Ptprb/Ptprm/Rhoj/Rock2/Rora/Rtn4/Runx1/Sash1/Serpine1/Slit2/Smad7/Spred1/Stat3/Sulf1/Tbx20/Tcf4/Thsd7a/Vav3/Wnk1/Xdh/Zfpm2,45
GO:0072359,circulatory system development,66/294,407/3315,0.16216216216216217,1.8284611141754,5.566044660813512,2.076208440656098e-7,6.160462573688521e-5,5.2803290201125204e-5,Adamts9/Adgrf5/Akap13/Akt3/Ank2/Ankrd11/Ankrd17/Apoe/Aqp1/B4galt1/Cacna1c/Ccl2/Cd36/Cdh13/Clic4/Col4a1/Col4a2/Col8a1/Dlc1/Egr1/Eln/Emcn/Fbn1/Flt1/Fyn/Hdac9/Itga5/Jarid2/Nf1/Nox4/Nrp1/Nrxn1/Pdgfd/Pdgfra/Pdlim5/Pecam1/Pi16/Prkca/Prkg1/Ptprb/Ptprm/Rhoj/Rock2/Rora/Rtn4/Runx1/Ryr2/Sash1/Serpine1/Slc8a1/Slit2/Slit3/Smad3/Smad7/Spred1/Stat3/Sulf1/Tbx20/Tcf4/Thsd7a/Ttn/Vav3/Vcan/Wnk1/Xdh/Zfpm2,66
GO:0035295,tube development,63/294,382/3315,0.1649214659685864,1.8595736724008978,5.571001940544187,2.2434313815326003e-7,6.160462573688521e-5,5.2803290201125204e-5,Adamts12/Adamts9/Adgrf5/Akt3/Apoe/Aqp1/Atxn1/B4galt1/Ccl2/Cd36/Cdh13/Clic4/Col4a1/Col4a2/Col8a1/Dlc1/Emcn/Fbn1/Flt1/Fmn1/Fndc3b/Fyn/Hdac9/Igfbp5/Itga5/Man2a1/Meg3/Mgp/Nf1/Nfib/Nrp1/Nrxn1/Pbx1/Pdgfra/Pecam1/Prkca/Ptprb/Ptprm/Rhoj/Rock2/Rora/Rtn4/Runx1/Ryr2/Sash1/Serpine1/Serpine2/Slc8a1/Slit2/Smad3/Smad7/Spred1/Stat3/Sulf1/Tbx20/Tcf4/Thsd7a/Vav3/Vcan/Wnk1/Xdh/Zeb2/Zfpm2,63
