"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"Atp2a2",TRUE,3,133.586008481621,133.545611356654,62,61,0.000302405359860369
"Cacna1c",TRUE,4,229.438628982497,218.528551425657,67,66,0.0475511800485505
"Cacnb2",TRUE,3,152.228099342279,152.20805196688,56,55,0.000131693002049404
"Cdh2",TRUE,4,136.041355035479,129.362519957012,49,48,0.0490941528531933
"Fhl2",TRUE,3,529.12402032652,523.024067773391,62,61,0.011528398482769
"Fhod3",TRUE,4,171.184602542431,168.681477473694,53,52,0.0146223727575993
"Malat1",TRUE,3,180.751683705511,170.384761721604,67,66,0.0573544974596043
"Myh6",TRUE,4,193.944564004556,179.70193791414,67,66,0.0734365830953702
"Neat1",TRUE,3,84.7023576381132,82.4787778641983,62,61,0.0262516869177959
"Pcdh7",TRUE,3,102.965715790753,102.894009270954,59,58,0.000696411608935632
"Pdlim5",TRUE,4,176.724024589063,174.276725407521,58,57,0.0138481408355887
"Rbm20",TRUE,3,117.021292104855,114.085737101442,61,60,0.0250856485226829
"Ryr2",TRUE,3,390.153121681731,388.459567786501,66,65,0.00434074162454434
"Slc8a1",TRUE,3,211.327137463017,209.304104839062,67,66,0.00957299023798364
"Sorbs1",TRUE,4,134.54762258636,129.927062624189,62,61,0.034341446347039
"Trdn",TRUE,3,87.6161984069132,87.5322728574734,50,49,0.00095787709311479
"Ttn",TRUE,4,345.78201964094,328.770545104922,67,66,0.049197105603361
