gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
4732440D04Rik,0.3256,0.0292434811255107,0.3306,0.180144206875388
5031425E22Rik,0.6197,0.0219081100473049,0.543,1
Abi1,0.596,0.0618965091666064,0.6262,0.327107913286394
Ablim1,0.4292,0.0737304521772692,0.5109,0.986622714828194
Adam17,0.2861,0.0339478076086172,0.4754,0.986622714828194
Aff1,0.4226,0.0618965091666064,0.4894,1
Agap1,0.3696,0.00828749991996205,0.4105,0.827503776850826
Agmo,0.7143,2.65653433153482e-6,0.6212,0.296865083411411
Alpk1,0.3577,0.0240835137682413,0.4947,1
Ank2,0.4378,0.062172671275042,0.5054,1
Anks1,0.3317,6.1253525116176e-4,0.3684,0.317325229028484
Arhgef12,0.5843,0.0472025260729111,0.5567,0.345895978728901
Atxn7,0.6389,0.0570128639625497,0.5001,1
Bdp1,0.5906,0.0544482820260259,0.5517,0.663852381319551
C1qc,0.3698,0.0300505530535936,0.4956,1
Camk1d,0.5754,0.0339478076086172,0.5472,1
Ccdc50,0.3758,0.0421573986802036,0.4072,1
Cflar,0.3789,0.023360720753935,0.4034,0.766257731122233
Clpx,0.631,0.0917775309295441,0.6036,1
Cmya5,0.6592,0.0581321268942795,0.5555,0.512881212058745
Col8a1,0.6277,0.0923636047029967,0.5709,1
Corin,0.6261,0.0019063633784184,0.5658,0.454933044611399
Cp,0.6341,0.0322872272145135,0.594,0.774936998413331
Cradd,0.3063,0.00123607366959942,0.3957,1
Crtc3,0.6235,0.0339861174800787,0.5542,0.940317271742632
Cst3,0.711,0.00100501266637597,0.7104,0.145039472756115
Cyth1,0.6015,0.0447435377621522,0.5026,1
D830005E20Rik,0.4072,0.0517038470742412,0.4539,0.501731413692966
Dock10,0.5964,0.0641247819269877,0.6643,0.147393168995688
Dock2,0.36870000000000003,3.4425386406127e-4,0.3758,0.648660513562424
Dock4,0.5987,0.0254372533366081,0.5542,0.457561460396759
Dock9,0.4061,0.0737304521772692,0.5217,1
Dync1h1,0.3843,0.0618965091666064,0.5903,0.82258768470734
Efna5,0.3274,0.00249969730190936,0.3174,0.180554681818696
