gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Aak1,0.5494,0.402408831229913,0.6086,0.08438924625724
Abcd3,0.6019,1,0.7935,0.00286306781902252
Abi3bp,0.5198,0.925541738979019,0.773,0.0328957295812027
Acyp2,0.419,0.296853520520389,0.4036,0.0437566200403492
Adarb1,0.4006,1,0.3379,0.0786624528907038
Aoah,0.5198,1,0.7234,9.4196061904634e-4
Ap2a2,0.5348,0.4202073967314,0.589,0.0533662660390033
Appbp2,0.5158,0.981029782598583,0.6323,0.0493218468850672
Atp6v0b,0.4749,0.845245232836368,0.6153,0.0310603746082613
B3galt1,0.4036,0.524392155672008,0.302,0.0506028521197918
Ccnd3,0.5604,0.417569512612181,0.6165,0.0668718593864682
Comt,0.6203,1,0.614,0.0755556446346957
Cpeb3,0.5596,1,0.6025,0.0786624528907038
Csnk1g3,0.5634,1,0.3333,0.0151321581591795
Cwc27,0.4356,0.941614756830695,0.2832,0.00660625256225755
Dclre1c,0.4498,0.431193797411,0.7046,0.0551653407394355
Diaph1,0.545,0.904231899140903,0.3554,0.090438435998117
Dip2c,0.5867,0.14727222724876,0.6372,0.00218328970383798
Dmxl1,0.5629,0.264384290693187,0.3854,0.0786624528907038
Eif4g3,0.4357,0.320122633895333,0.2954,2.0067232689349e-4
Ell2,0.4585,0.840238487238244,0.6666,0.0779327510747084
Esyt2,0.5237,0.551275436640113,0.6772,0.0493218468850672
Etv6,0.5525,0.153017815581771,0.6167,0.0601828486326265
Fmnl2,0.5017,1,0.3861,0.0535458784040596
Fubp1,0.539,1,0.6513,0.00644173722813131
Gbe1,0.5871,0.211662392955667,0.7053,0.0058228666418129
Gfod1,0.7581,0.353483398839751,0.6887,0.0580343637829303
Glud1,0.5223,0.55573621448049,0.7121,0.0180944045314362
Grb10,0.602,0.17620053781837,0.239,0.00210407587074072
Hibadh,0.4453,0.524392155672008,0.3439,0.0988217065789503
Hspa4,0.4671,0.900150380805814,0.2744,0.0151275161504615
Idh3b,0.4907,1,0.3122,0.0244528500080758
Itpr1,0.5482,0.962327261535831,0.5993,0.0542232802537758
Kcnq1ot1,0.388,0.393664173001564,0.7636,4.31761525818657e-6
Magi1,0.4513,0.721278896029487,0.3551,5.0465205253764e-4
Marchf3,0.5864,0.409183943530101,0.7538,0.00131219660253459
Marchf6,0.4806,1,0.6804,0.0824872219489879
Mybpc3,0.6389,0.431193797411,0.6461,0.0779327510747084
Naa16,0.4905,1,0.3572,0.0668718593864682
Nampt,0.5894,0.840238487238244,0.6913,0.0975858498512185
Nhsl1,0.3749,0.176071548438624,0.328,0.0975858498512185
Pam,0.4551,0.595494372879461,0.3658,0.0509623019080735
Pcnx1,0.453,0.666509045754142,0.3166,0.00397578486955475
Pde4b,0.438,0.304098783297432,0.3512,0.0020382340316023
Ptpn12,0.4876,1,0.3588,0.0866517974059233
Rb1,0.4487,0.666509045754142,0.6066,0.053989924486298
Rbm20,0.524,0.671858099618929,0.561,0.0755556446346957
Rbm5,0.4595,1,0.33,0.0539898332762225
Rhoq,0.5787,0.796581931260963,0.6783,0.0297489708078402
Ryr2,0.4797,0.431193797411,0.4134,8.58536141883173e-5
Skap2,0.5691,0.17620053781837,0.6135,0.0618995264625485
Sptan1,0.4472,0.957021184428376,0.6636,0.02142719920644
Srpk2,0.6295,0.222040391936755,0.7629,0.00286306781902252
Tasor,0.5162,1,0.6136,0.0580343637829303
Tbc1d4,0.4672,1,0.6267,0.0668718593864682
Tlr4,0.3983,0.120441791139534,0.2682,0.0533662660390033
Tmem87a,0.4749,1,0.79,0.0328957295812027
Top1,0.4382,0.332997116659927,0.3271,0.00980704572518358
Tra2a,0.5778,0.27344288151102,0.6548,0.0533662660390033
Tshz2,0.5655,0.145894142505833,0.663,0.0272197660268267
Znrf1,0.5386,0.83486405291753,0.6546,0.0506028521197918
