gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
1110002L01Rik,F1_Aged,4.2290504834675595e-20,0.950520833333333,shared,8.065134179269729e-30,0.943502824858757,Cardiomyocyte
1110004F10Rik,F1_Aged,0.0443485912851351,0.440251572327044,shared,0.0736754135560908,0.445141065830721,Cardiomyocyte
1500002F19Rik,F1_Aged,0.0891962925689137,0.624537037037037,shared,0.0155591918942883,0.595930232558139,Cardiomyocyte
1600020E01Rik,F1_Aged,3.61474356794145e-10,0.300226537216828,shared,3.74926181275347e-9,0.305898653998416,Cardiomyocyte
1700017G19Rik,F1_Aged,1.0369051785020498e-42,0,shared,3.21910590970374e-39,0.00510204081632653,Cardiomyocyte
1700025G04Rik,F1_Aged,3.93427658993e-4,0.574480803498109,shared,2.43560811835276e-5,0.568190924259389,Cardiomyocyte
1700087I21Rik,F1_Aged,5.23301623423625e-54,0.10653073286052,shared,9.30756675442544e-52,0.10556586270872,Cardiomyocyte
1700109H08Rik,F1_Aged,0.0733983240850025,0.401736111111111,shared,0.00784991770717974,0.410189982728843,Cardiomyocyte
1700120C14Rik,F1_Aged,5.22369340539534e-7,0.754777070063694,shared,6.11837153624756e-8,0.752873563218391,Cardiomyocyte
1700123O12Rik,F1_Aged,2.0501020203302598e-26,0.0169491525423729,shared,3.36415445938218e-29,0.0260416666666667,Cardiomyocyte
1810037I17Rik,F1_Aged,1.76946269935988e-11,0.108614232209738,shared,1.1605869211657098e-25,0.105978260869565,Cardiomyocyte
2010001K21Rik,F1_Aged,6.95814230198104e-13,0.926666666666667,shared,5.51307080344963e-38,0.987341772151899,Cardiomyocyte
2310002L09Rik,F1_Aged,4.9403028975417e-4,0.432507987220447,shared,0.0432569831457946,0.474910394265233,Cardiomyocyte
2310014F06Rik,F1_Aged,1.3879989862138801e-14,0.364048964218456,shared,6.7819382158013e-15,0.373422459893048,Cardiomyocyte
2310069G16Rik,F1_Aged,7.76360478391339e-6,0.264309764309764,shared,3.00617401966773e-5,0.223563218390805,Cardiomyocyte
2500002B13Rik,F1_Aged,0.0400530578005783,0.641156462585034,shared,0.0876443604637906,0.58656330749354,Cardiomyocyte
2610008E11Rik,F1_Aged,1.6975295077077302e-15,0.784134881149807,shared,3.2705532012808004e-16,0.75537139349294,Cardiomyocyte
2610035D17Rik,F1_Aged,3.31591591417472e-57,0.972298534798535,shared,2.94297902603209e-88,0.984917043740573,Cardiomyocyte
2610037D02Rik,F1_Aged,3.87599134500869e-5,0.430695346320346,shared,0.0218892803309931,0.469327731092437,Cardiomyocyte
2700097O09Rik,F1_Aged,0.0403296395544741,0.617464273845131,shared,0.00547823603330416,0.600753660637382,Cardiomyocyte
